Orthogroup	sampleA	sampleB	baseMeanA	baseMeanB	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Transcript	Scaffold	Start	Stop	Direction
OG0003545	KOHALENSIS	PARANIGRA	143.6115065	179.6141851	161.6128458	-0.325776498	0.216340668	-1.505849555	0.132105799	0.264430997	TRINITY_GG_12257_c1_g1_i2.p1	Lko057S000241	477916	648074	+
OG0003546	KOHALENSIS	PARANIGRA	13.22093174	10.19990744	11.71041959	0.369711384	0.394784473	0.936489172	0.349021385	0.525919669	TRINITY_GG_12262_c0_g1_i7.p1	Lko057S001725	517625	780768	+
OG0003547	KOHALENSIS	PARANIGRA	123.5494178	103.8701859	113.7098019	0.248629385	0.206386974	1.204675766	0.228328495	0.389936071	TRINITY_GG_12266_c0_g1_i1.p1	Lko057S001725	201845	219128	+
OG0003548	KOHALENSIS	PARANIGRA	15.79624894	30.55171696	23.17398295	-0.95093478	0.251388817	-3.782725075	1.55E-04	8.67E-04	TRINITY_GG_12267_c0_g1_i1.p1	Lko057S001725	177517	184940	-
OG0003549	KOHALENSIS	PARANIGRA	386.6897801	326.566913	356.6283465	0.243987293	0.082290187	2.9649622	0.003027201	0.01241327	TRINITY_GG_12283_c0_g1_i3.p1	Lko057S003838	354092	360566	-
OG0003550	KOHALENSIS	PARANIGRA	88.86480096	91.96586661	90.41533378	-0.054877924	0.154635219	-0.354886325	0.722674754	0.8343011	TRINITY_GG_12283_c1_g1_i22.p3	Lko057S003838	299072	306356	+
OG0003551	KOHALENSIS	PARANIGRA	22.86514121	100.4730983	61.66911975	-2.136341638	0.298854103	-7.148443388	8.78E-13	1.11E-11	TRINITY_GG_12283_c1_g1_i22.p4	Lko057S003838	308191	309268	-
OG0003552	KOHALENSIS	PARANIGRA	93.53246797	108.117605	100.8250365	-0.212871445	0.210812792	-1.009765315	0.312607741	0.487728777	TRINITY_GG_12283_c3_g1_i7.p1	Lko057S003838	327989	346414	-
OG0003554	KOHALENSIS	PARANIGRA	404.772508	424.6069564	414.6897322	-0.065616246	0.097057502	-0.676055375	0.499005488	0.664651321	TRINITY_GG_12295_c0_g1_i12.p1	Lko057S003838	183814	188885	-
OG0003555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRINITY_GG_12295_c12_g2_i1.p1	Lko057S003838	176187	176684	+
OG0003556	KOHALENSIS	PARANIGRA	202.6748958	182.513184	192.5940399	0.147170397	0.099528344	1.478678235	0.139226332	0.275198912	TRINITY_GG_12295_c2_g1_i3.p1	Lko057S003838	137004	147288	-
OG0003557	KOHALENSIS	PARANIGRA	300.2056557	74.09372049	187.1496881	2.020242557	0.161316236	12.5234918	5.55E-36	1.83E-34	TRINITY_GG_12295_c3_g1_i1.p1	Lko057S003838	35466	51797	-
OG0003558	KOHALENSIS	PARANIGRA	112.1550508	109.2413993	110.6982251	0.030974205	0.138200415	0.22412527	0.82265983	0.899941693	TRINITY_GG_12295_c4_g1_i6.p1	Lko057S003838	101094	115847	-
OG0003559	KOHALENSIS	PARANIGRA	201.4887022	196.5929875	199.0408448	0.031966589	0.113781775	0.280946484	0.778751447	0.872628741	TRINITY_GG_12295_c5_g1_i1.p1	Lko057S003838	193301	204964	-
OG0003560	KOHALENSIS	PARANIGRA	35.76713069	26.76809295	31.26761182	0.408795816	0.233715668	1.749116006	0.080270969	0.181897223	TRINITY_GG_12295_c7_g1_i2.p1	Lko057S003838	159671	173411	-
OG0003561	KOHALENSIS	PARANIGRA	3722.255073	3517.864166	3620.059619	0.081520912	0.082715487	0.985558027	0.324350044	0.499656518	TRINITY_GG_12296_c0_g1_i2.p1	Lko057S003838	655293	671584	+
OG0003562	KOHALENSIS	PARANIGRA	284.3303039	494.0972633	389.2137836	-0.796844494	0.111028102	-7.176962205	7.13E-13	9.08E-12	TRINITY_GG_12296_c0_g1_i2.p2	Lko057S003838	673746	674435	-
OG0003563	KOHALENSIS	PARANIGRA	120.2922386	91.67319327	105.9827159	0.392734201	0.193352617	2.031181202	0.042236617	0.111312268	TRINITY_GG_12296_c0_g1_i2.p3	Lko057S003838	680641	680961	+
OG0003564	KOHALENSIS	PARANIGRA	94.61671645	101.2820707	97.94939358	-0.099617716	0.175045322	-0.569096705	0.569290514	0.723678199	TRINITY_GG_12296_c11_g1_i14.p2	Lko057S003838	600695	611491	-
OG0003565	KOHALENSIS	PARANIGRA	61.9382406	159.9000455	110.9191431	-1.368353203	0.182482761	-7.498534068	6.45E-14	8.78E-13	TRINITY_GG_12296_c1_g1_i8.p1	Lko057S003838	684328	692835	-
OG0003566	KOHALENSIS	PARANIGRA	27.37305701	20.43450813	23.90378257	0.417064419	0.258789468	1.611597345	0.107049589	0.226801172	TRINITY_GG_12296_c3_g1_i2.p1	Lko057S003838	613991	615568	+
OG0003567	KOHALENSIS	PARANIGRA	103.9219915	106.9786895	105.4503405	-0.036858838	0.174756012	-0.210915996	0.832952822	0.905519358	TRINITY_GG_12296_c4_g1_i2.p1	Lko057S003838	641890	642749	+
OG0003568	KOHALENSIS	PARANIGRA	206.1606198	198.1720005	202.1663102	0.056315617	0.132429119	0.425251013	0.6706537	0.798819392	TRINITY_GG_12296_c6_g1_i1.p2	Lko057S003838	503543	504468	+
OG0003569	KOHALENSIS	PARANIGRA	105.6699243	21.82488906	63.74740669	2.278154953	0.180204522	12.64205208	1.24E-36	4.17E-35	TRINITY_GG_12296_c6_g2_i17.p3	Lko057S003838	415117	421121	-
OG0003570	KOHALENSIS	PARANIGRA	468.1305428	585.0787553	526.604649	-0.320686544	0.130611826	-2.45526422	0.014078107	0.045277221	TRINITY_GG_12296_c6_g2_i17.p1	Lko057S003838	380746	410538	-
OG0003571	KOHALENSIS	PARANIGRA	244.2686776	248.5398697	246.4042736	-0.023781924	0.241363669	-0.098531498	0.921510262	0.956288149	TRINITY_GG_12296_c7_g1_i1.p2	Lko057S003838	620507	620872	-
OG0003572	KOHALENSIS	PARANIGRA	135.0741548	135.1937633	135.1339591	-0.004234655	0.154482113	-0.027411946	0.978131171	0.987243876	TRINITY_GG_12298_c0_g2_i3.p1	Lko057S003838	370541	377122	-
OG0003573	KOHALENSIS	PARANIGRA	1552.071874	805.5394384	1178.805656	0.94526165	0.175956059	5.37214607	7.78E-08	6.78E-07	TRINITY_GG_12299_c0_g1_i17.p1	Lko057S003838	2579882	2586757	+
OG0003574	KOHALENSIS	PARANIGRA	21.10935334	19.73998995	20.42467164	0.090925176	0.268539384	0.338591588	0.734917421	0.843390308	TRINITY_GG_12299_c1_g1_i9.p1	Lko057S003838	2485164	2487605	-
OG0003575	KOHALENSIS	PARANIGRA	220.6778028	298.4961284	259.5869656	-0.435707296	0.133819407	-3.255935034	0.001130196	0.005251735	TRINITY_GG_12303_c0_g1_i1.p1	Lko057S003838	1185531	1186382	-
OG0003576	KOHALENSIS	PARANIGRA	457.7062305	465.5949804	461.6506055	-0.02293746	0.146937206	-0.156103826	0.875951183	0.929757959	TRINITY_GG_12303_c1_g1_i1.p1	Lko057S003838	1259033	1262173	-
OG0003577	KOHALENSIS	PARANIGRA	38.59597214	31.961298	35.27863507	0.282256565	0.240567104	1.1732966	0.240676885	0.404851104	TRINITY_GG_12304_c1_g3_i1.p1	Lko057S003838	1581378	1947241	+
OG0003578	KOHALENSIS	PARANIGRA	341.9854946	305.9667401	323.9761173	0.160976091	0.186976733	0.860941832	0.389270081	0.56611495	TRINITY_GG_12305_c1_g1_i1.p1	Lko057S003838	1375046	1386445	+
OG0003579	KOHALENSIS	PARANIGRA	251.273063	237.0227228	244.1478929	0.085009856	0.122804319	0.692238321	0.488787677	0.655843416	TRINITY_GG_12305_c5_g1_i3.p1	Lko057S003838	1352357	1356054	+
OG0003580	KOHALENSIS	PARANIGRA	72.6774041	80.77359434	76.72549922	-0.143017606	0.157548386	-0.907769412	0.364000062	0.540950771	TRINITY_GG_12305_c8_g1_i8.p1	Lko057S003838	1560701	1575847	+
OG0003581	KOHALENSIS	PARANIGRA	2847.851459	2717.710318	2782.780889	0.067491667	0.094203061	0.716448767	0.473714292	0.642864631	TRINITY_GG_12307_c1_g1_i35.p1	Lko057S000819	233419	265900	+
OG0003582	KOHALENSIS	PARANIGRA	308.760532	150.7939667	229.7772494	1.032882033	0.255933483	4.03574406	5.44E-05	3.32E-04	TRINITY_GG_12312_c0_g1_i23.p1	Lko057S000828	279589	282333	-
OG0003583	KOHALENSIS	PARANIGRA	165.5125188	171.6566001	168.5845595	-0.051247984	0.128287622	-0.399477232	0.689541597	0.81080001	TRINITY_GG_12320_c0_g1_i8.p1	Lko057S001190	160831	162796	-
OG0003584	KOHALENSIS	PARANIGRA	529.6743404	611.6088287	570.6415846	-0.205368556	0.119098152	-1.724363909	0.084642169	0.189530838	TRINITY_GG_12320_c1_g1_i3.p1	Lko057S001190	183699	187249	+
OG0003585	KOHALENSIS	PARANIGRA	547.4270231	432.6030947	490.0150589	0.339351564	0.092087694	3.685091345	2.29E-04	0.001241893	TRINITY_GG_12320_c2_g1_i25.p2	Lko057S001190	129366	148541	+
OG0003586	KOHALENSIS	PARANIGRA	65.6722312	53.42805405	59.55014262	0.296386515	0.191701255	1.546085416	0.12208394	0.248997296	TRINITY_GG_12320_c3_g1_i1.p1	Lko057S001190	68413	70241	+
OG0003588	KOHALENSIS	PARANIGRA	38.44922922	40.01871947	39.23397434	-0.053404193	0.206447969	-0.258681128	0.795881282	0.883579426	TRINITY_GG_12320_c5_g1_i1.p1	Lko057S001190	188265	190421	+
OG0003589	KOHALENSIS	PARANIGRA	307.6423145	324.9337709	316.2880427	-0.078317027	0.117182692	-0.668332723	0.50392123	0.66909998	TRINITY_GG_12320_c7_g2_i1.p1	Lko057S001190	167128	167637	+
OG0003590	KOHALENSIS	PARANIGRA	4154.608438	5848.770284	5001.689361	-0.493288021	0.08602174	-5.734457596	9.78E-09	9.31E-08	TRINITY_GG_12322_c0_g1_i28.p1	Lko057S001190	708462	720806	-
OG0003591	KOHALENSIS	PARANIGRA	66.71174687	56.09194697	61.40184692	0.26068967	0.209159604	1.246367201	0.212629617	0.370434462	TRINITY_GG_12322_c1_g1_i13.p1	Lko057S001190	694934	699360	+
OG0003592	KOHALENSIS	PARANIGRA	39.71915644	31.72077118	35.71996381	0.318646673	0.248834171	1.280558342	0.20034884	0.355757554	TRINITY_GG_12322_c2_g1_i17.p1	Lko057S001190	682107	687584	+
OG0003593	KOHALENSIS	PARANIGRA	48.32109062	67.31354802	57.81731932	-0.468077759	0.186537288	-2.509298624	0.012097117	0.040206963	TRINITY_GG_12325_c1_g1_i2.p1	Lko057S001190	380237	380617	-
OG0003594	KOHALENSIS	PARANIGRA	88.48471735	87.87944574	88.18208154	0.01218561	0.161601938	0.075405096	0.939892405	0.966969971	TRINITY_GG_12327_c0_g2_i3.p1	Lko057S001224	27959	39299	-
OG0003595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRINITY_GG_12327_c0_g2_i3.p4	Lko057S001224	27176	27491	-
OG0003596	KOHALENSIS	PARANIGRA	1149.76468	1049.767509	1099.766094	0.130962598	0.193173387	0.677953626	0.497801097	0.6638725	TRINITY_GG_12337_c0_g1_i49.p2	Lko057S001303	257680	281357	+
OG0003597	KOHALENSIS	PARANIGRA	2421.553673	1784.58035	2103.067012	0.440435174	0.106590388	4.132034618	3.60E-05	2.25E-04	TRINITY_GG_12337_c2_g1_i41.p1	Lko057S001303	24938	215236	+
OG0003598	KOHALENSIS	PARANIGRA	69.89054159	58.50204019	64.19629089	0.244567317	0.19342253	1.264420007	0.206079316	0.362594299	TRINITY_GG_12337_c6_g1_i1.p1	Lko057S001303	32512	33963	+
OG0003599	KOHALENSIS	PARANIGRA	469.5129813	501.9174636	485.7152224	-0.093828831	0.10281732	-0.912578065	0.361464495	0.53884364	TRINITY_GG_12342_c1_g1_i7.p1	Lko057S001389	67878	71768	-
OG0003600	KOHALENSIS	PARANIGRA	618.6311473	578.6276373	598.6293923	0.0970042	0.099754009	0.972434109	0.33083463	0.506013246	TRINITY_GG_12356_c0_g1_i10.p1	Lko057S002129	282474	298400	-
OG0003601	KOHALENSIS	PARANIGRA	175.0878291	170.4292963	172.7585627	0.03511438	0.170966254	0.205387785	0.837269163	0.90758283	TRINITY_GG_12356_c3_g2_i1.p1	Lko057S002129	120483	269838	+
OG0003602	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRINITY_GG_12357_c0_g1_i4.p1	Lko057S002129	384441	389564	-
OG0003603	KOHALENSIS	PARANIGRA	256.4293744	270.2715448	263.3504596	-0.074470277	0.132376021	-0.562566218	0.573730301	0.726830582	TRINITY_GG_12359_c0_g1_i38.p1	Lko057S002139	111396	112844	-
OG0003604	KOHALENSIS	PARANIGRA	150.3713336	124.2580204	137.314677	0.281242932	0.136509597	2.060242929	0.039375323	0.105430953	TRINITY_GG_12359_c0_g1_i38.p2	Lko057S002139	103768	110888	+
OG0003605	KOHALENSIS	PARANIGRA	402.9957214	428.0985214	415.5471214	-0.086738558	0.092833192	-0.934348548	0.350124129	0.527072108	TRINITY_GG_12359_c1_g1_i46.p2	Lko057S002139	37957	40013	-
OG0003606	KOHALENSIS	PARANIGRA	9.799201877	7.783381322	8.791291599	0.312588943	0.397992093	0.785414958	0.432210314	0.605546621	TRINITY_GG_12368_c0_g1_i2.p2	Lko057S001378	5110	5215	+
OG0003607	KOHALENSIS	PARANIGRA	38.62315901	35.73988472	37.18152187	0.10863465	0.232529742	0.467186042	0.640366779	0.778564807	TRINITY_GG_12372_c0_g1_i5.p2	Lko057S002377	476095	478411	+
OG0003608	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRINITY_GG_12372_c0_g1_i5.p3	Lko057S002377	480540	480938	-
OG0003609	KOHALENSIS	PARANIGRA	650.360887	635.878227	643.119557	0.032227908	0.116841838	0.275825065	0.782682431	0.874938769	TRINITY_GG_12372_c0_g1_i5.p1	Lko057S002377	541878	550161	+
OG0003610	KOHALENSIS	PARANIGRA	108.3384462	89.95891703	99.1486816	0.269529219	0.130977508	2.057828274	0.039606621	0.105873867	TRINITY_GG_12372_c1_g1_i2.p1	Lko057S002377	455633	456808	+
OG0003611	KOHALENSIS	PARANIGRA	7.597325494	7.828702418	7.713013956	-0.060920796	0.560691592	-0.10865295	0.913477761	0.951572231	TRINITY_GG_12388_c0_g1_i2.p1	Lko057S003481	746926	758005	-
OG0003612	KOHALENSIS	PARANIGRA	1006.860926	767.2718155	887.0663706	0.392909556	0.15026279	2.614816064	0.008927552	0.031222145	TRINITY_GG_12389_c0_g1_i1.p2	Lko057S003481	719755	721180	-
OG0003613	KOHALENSIS	PARANIGRA	646.006966	600.3026738	623.1548199	0.105134168	0.080242594	1.310204002	0.190126832	0.342975288	TRINITY_GG_12389_c0_g1_i1.p1	Lko057S003481	678302	715927	+
OG0003614	KOHALENSIS	PARANIGRA	72.90739793	262.3084325	167.6079152	-1.844671113	0.123711394	-14.91108499	2.79E-50	1.45E-48	TRINITY_GG_12389_c15_g1_i2.p1	Lko057S003481	640547	641805	+
OG0003615	KOHALENSIS	PARANIGRA	117.6924728	130.2091099	123.9507913	-0.143463975	0.186582653	-0.768903072	0.441950854	0.613841851	TRINITY_GG_12389_c1_g1_i8.p1	Lko057S003481	654231	660797	+
OG0003616	KOHALENSIS	PARANIGRA	2291.838427	1999.332336	2145.585381	0.196729882	0.078136859	2.517760301	0.011810366	0.039348844	TRINITY_GG_1238_c1_g1_i37.p1	Lko057S001520	147217	166207	+
OG0003617	KOHALENSIS	PARANIGRA	61.98152616	73.0532375	67.51738183	-0.240352572	0.193255336	-1.243704714	0.213608261	0.371422537	TRINITY_GG_1238_c1_g1_i37.p2	Lko057S001520	227378	258206	-
OG0003619	KOHALENSIS	PARANIGRA	4040.412483	3569.13971	3804.776097	0.179112009	0.096003201	1.865687891	0.062085045	0.149656001	TRINITY_GG_12392_c0_g1_i8.p1	Lko057S003481	198291	206343	-
OG0003620	KOHALENSIS	PARANIGRA	465.3118694	602.5214261	533.9166478	-0.371734783	0.235141667	-1.580897112	0.113901565	0.236842546	TRINITY_GG_12397_c0_g1_i1.p1	Lko057S003949	18407	22535	+
OG0003621	KOHALENSIS	PARANIGRA	159.8718986	158.2127672	159.0423329	0.018855957	0.136136736	0.138507489	0.889839352	0.938301731	TRINITY_GG_123_c0_g1_i12.p1	Lko057S001724	569107	571191	+
OG0003622	KOHALENSIS	PARANIGRA	152.1662114	246.0283225	199.0972669	-0.694528047	0.214707294	-3.234766897	0.001217421	0.005606309	TRINITY_GG_12400_c0_g1_i12.p1	Lko057S004248	111070	126597	-
OG0003623	KOHALENSIS	PARANIGRA	687.6396273	607.0411987	647.340413	0.180541979	0.089449093	2.018376857	0.043552028	0.1138944	TRINITY_GG_12400_c6_g4_i1.p1	Lko057S004248	82617	95249	-
OG0003624	KOHALENSIS	PARANIGRA	148.4355791	144.8752434	146.6554113	0.037443221	0.136599787	0.274108926	0.784000914	0.875637233	TRINITY_GG_12401_c0_g1_i9.p1	Lko057S004248	426872	429442	+
OG0003625	KOHALENSIS	PARANIGRA	12.75596303	12.162048	12.45900552	0.062925443	0.312913308	0.201095452	0.840623938	0.909787407	TRINITY_GG_12401_c0_g1_i9.p2	Lko057S004248	426416	426847	+
OG0003626	KOHALENSIS	PARANIGRA	117.4883171	114.6706672	116.0794921	0.030829947	0.16239875	0.189841037	0.849433698	0.914089254	TRINITY_GG_12401_c1_g1_i1.p1	Lko057S004248	176885	425228	-
OG0003627	KOHALENSIS	PARANIGRA	183.119413	214.7883116	198.9538623	-0.233226981	0.143625532	-1.623854599	0.104406844	0.222522279	TRINITY_GG_12402_c0_g1_i1.p1	Lko057S002438	338267	338378	-
OG0003628	KOHALENSIS	PARANIGRA	477.6526661	416.3657414	447.0092037	0.19795809	0.098226195	2.015328904	0.043870198	0.114571087	TRINITY_GG_12406_c1_g1_i2.p1	Lko057S004442	117409	118779	-
OG0003629	KOHALENSIS	PARANIGRA	316.9318333	274.0691118	295.5004725	0.208060152	0.092042999	2.260466883	0.02379229	0.070031999	TRINITY_GG_12408_c0_g2_i1.p1	Lko057S004442	143346	148164	-
OG0003630	KOHALENSIS	PARANIGRA	98.9096623	64.48537408	81.69751819	0.625083151	0.146531087	4.265873971	1.99E-05	1.29E-04	TRINITY_GG_12414_c0_g1_i1.p1	Lko057S005610	24888	25283	-
OG0003631	KOHALENSIS	PARANIGRA	754.5097081	890.429029	822.4693686	-0.237797284	0.115608961	-2.056910489	0.039694837	0.106010594	TRINITY_GG_12416_c0_g1_i42.p1	Lko057S005610	113556	128961	-
OG0003633	KOHALENSIS	PARANIGRA	147.5377135	104.5912858	126.0644996	0.49552543	0.177577227	2.790478472	0.00526302	0.019973087	TRINITY_GG_12431_c0_g1_i23.p1	Lko057S006827	5405	39110	-
OG0003634	KOHALENSIS	PARANIGRA	480.3554456	432.6471415	456.5012935	0.152536797	0.091758152	1.662378697	0.096436868	0.209217601	TRINITY_GG_12436_c0_g1_i3.p1	Lko057S008297	84318	98123	+
OG0003635	KOHALENSIS	PARANIGRA	17.59120234	33.8172603	25.70423132	-0.952210879	0.294368053	-3.234762974	0.001217438	0.005606309	TRINITY_GG_12436_c0_g2_i17.p1	Lko057S008297	52582	77812	+
OG0003636	KOHALENSIS	PARANIGRA	46.1961905	77.83270581	62.01444815	-0.760480041	0.209219509	-3.634842875	2.78E-04	0.001478458	TRINITY_GG_12446_c0_g1_i1.p1	Lko057S012238	1531	1985	+
OG0003638	KOHALENSIS	PARANIGRA	283.7665116	270.1064475	276.9364795	0.070280636	0.164420233	0.427445177	0.669055108	0.797900972	TRINITY_GG_12469_c1_g1_i1.p1	Lko057S019205	1969	26802	+
OG0003639	KOHALENSIS	PARANIGRA	58.04381006	99.63769041	78.84075024	-0.779939595	0.194817291	-4.00344133	6.24E-05	3.77E-04	TRINITY_GG_1249_c0_g1_i6.p2	Lko057S003213	237783	296775	+
OG0003640	KOHALENSIS	PARANIGRA	195.1510777	202.4386969	198.7948873	-0.048387777	0.135375217	-0.357434532	0.720766529	0.833342915	TRINITY_GG_1254_c0_g1_i2.p1	Lko057S003438	229070	234922	-
OG0003641	KOHALENSIS	PARANIGRA	17.3617019	21.69486103	19.52828146	-0.320079678	0.332734518	-0.961967154	0.336066103	0.511741846	TRINITY_GG_1254_c1_g1_i1.p1	Lko057S003438	237778	247729	-
OG0003642	KOHALENSIS	PARANIGRA	69.62366127	128.8280317	99.22584651	-0.886905689	0.616207457	-1.439297234	0.150066326	0.290316917	TRINITY_GG_12553_c0_g1_i2.p1	Lko057S001000	24436	26794	-
OG0003643	KOHALENSIS	PARANIGRA	1035.379307	904.931063	970.1551848	0.194867806	0.107377429	1.814793001	0.069555726	0.162978448	TRINITY_GG_12553_c1_g1_i21.p1	Lko057S001000	111847	124566	+
OG0003644	KOHALENSIS	PARANIGRA	9.55983915	8.563731074	9.061785112	0.14132753	0.403423416	0.350320593	0.726098112	0.836945104	TRINITY_GG_12553_c2_g1_i2.p1	Lko057S001000	1242	30865	-
OG0003645	KOHALENSIS	PARANIGRA	70.45984311	56.07430866	63.26707589	0.325122335	0.223954903	1.451731264	0.146576343	0.285512948	TRINITY_GG_12554_c0_g1_i25.p1	Lko057S000940	37241	47442	-
OG0003646	KOHALENSIS	PARANIGRA	44.52554269	8.931226492	26.72838459	2.339769707	0.283356868	8.25732486	1.49E-16	2.37E-15	TRINITY_GG_12554_c0_g1_i25.p3	Lko057S000940	28374	33333	-
OG0003647	KOHALENSIS	PARANIGRA	300.623718	336.4177666	318.5207423	-0.162481657	0.121697501	-1.335127311	0.181834682	0.332496383	TRINITY_GG_12558_c0_g1_i2.p1	Lko057S002204	93792	106419	+
OG0003648	KOHALENSIS	PARANIGRA	1812.699449	1632.883352	1722.7914	0.150791335	0.082280372	1.832652564	0.066854256	0.158263868	TRINITY_GG_12558_c1_g1_i12.p1	Lko057S002204	22196	50537	-
OG0003649	KOHALENSIS	PARANIGRA	239.6298053	153.3771536	196.5034794	0.648427862	0.165099647	3.927493935	8.58E-05	5.05E-04	TRINITY_GG_1255_c0_g1_i9.p1	Lko057S003438	218545	222296	-
OG0003650	KOHALENSIS	PARANIGRA	72.83067335	224.0596376	148.4451555	-1.623713803	0.2019635	-8.039639841	9.01E-16	1.36E-14	TRINITY_GG_1255_c2_g1_i11.p1	Lko057S003438	104826	189659	+
OG0003651	KOHALENSIS	PARANIGRA	438.5512968	508.6661794	473.6087381	-0.214676298	0.077967478	-2.753408245	0.00589783	0.022041425	TRINITY_GG_1255_c3_g1_i7.p1	Lko057S003438	54624	75498	+
OG0003652	KOHALENSIS	PARANIGRA	89.39007181	66.51162962	77.95085071	0.427692506	0.167374007	2.555310184	0.010609321	0.036118738	TRINITY_GG_1255_c4_g1_i2.p2	Lko057S003152	465329	465406	+
OG0003653	KOHALENSIS	PARANIGRA	21.27123964	18.48948516	19.8803624	0.202236503	0.263325341	0.768010031	0.442481225	0.614489986	TRINITY_GG_1255_c4_g1_i2.p4	Lko057S003438	51069	51536	+
OG0003654	KOHALENSIS	PARANIGRA	176.0183607	237.8074871	206.9129239	-0.435238591	0.127551694	-3.412252523	6.44E-04	0.003153394	TRINITY_GG_12563_c0_g1_i13.p1	Lko057S001395	75932	208254	+
OG0003655	KOHALENSIS	PARANIGRA	40.69731493	42.88546951	41.79139222	-0.078358432	0.197197342	-0.397360486	0.69110165	0.811842362	TRINITY_GG_12577_c0_g1_i8.p1	Lko057S001617	2023449	2588961	+
OG0003656	KOHALENSIS	PARANIGRA	620.6656239	220.2478977	420.4567608	1.492839966	0.125855017	11.86158486	1.87E-32	5.56E-31	TRINITY_GG_1257_c0_g1_i2.p1	Lko057S004018	352921	362159	+
OG0003657	KOHALENSIS	PARANIGRA	41.94297659	41.46575232	41.70436446	0.018961984	0.299828882	0.063242687	0.949573253	0.971745416	TRINITY_GG_12581_c0_g1_i92.p2	Lko057S001617	292890	294628	+
OG0003658	KOHALENSIS	PARANIGRA	12.77955303	17.76131398	15.27043351	-0.487389094	0.346401954	-1.407004458	0.159426067	0.30289382	TRINITY_GG_12581_c17_g3_i5.p1	Lko057S001617	274024	278085	+
OG0003659	KOHALENSIS	PARANIGRA	256.8212809	282.7016858	269.7614834	-0.135838518	0.112027849	-1.212542409	0.225304819	0.386065233	TRINITY_GG_12581_c1_g1_i4.p1	Lko057S001617	283874	289701	+
OG0003660	KOHALENSIS	PARANIGRA	459.2658449	456.2809776	457.7734112	0.00857058	0.12738297	0.067281989	0.946357215	0.970232702	TRINITY_GG_12581_c2_g1_i19.p1	Lko057S001617	418262	431907	+
OG0003661	KOHALENSIS	PARANIGRA	525.2138721	602.641968	563.92792	-0.198677513	0.085992686	-2.31040013	0.020866012	0.062608664	TRINITY_GG_12581_c2_g1_i19.p2	Lko057S001617	447715	453935	-
OG0003662	KOHALENSIS	PARANIGRA	135.5790549	124.9776621	130.2783585	0.11247056	0.162659415	0.691448201	0.489283922	0.656244448	TRINITY_GG_12581_c2_g1_i19.p3	Lko057S001617	454802	462889	+
OG0003663	KOHALENSIS	PARANIGRA	315.1086889	310.422043	312.765366	0.022634716	0.096170726	0.235359727	0.813929542	0.894858454	TRINITY_GG_12581_c2_g1_i19.p5	Lko057S001617	435096	437517	-
OG0003664	KOHALENSIS	PARANIGRA	256.2903907	240.9870303	248.6387105	0.087535604	0.109117333	0.802215391	0.422428375	0.597397242	TRINITY_GG_12581_c4_g1_i4.p1	Lko057S001617	353023	355890	-
OG0003665	KOHALENSIS	PARANIGRA	212.8283099	167.5368239	190.1825669	0.343985019	0.105636068	3.256321672	0.001128658	0.005247117	TRINITY_GG_12581_c5_g1_i4.p1	Lko057S001617	337312	341630	+
OG0003666	KOHALENSIS	PARANIGRA	6.757207288	12.44982485	9.603516067	-0.89372681	0.456291852	-1.95867361	0.050151023	0.127352163	TRINITY_GG_12581_c6_g1_i1.p1	Lko057S001617	258576	260340	+
OG0003667	KOHALENSIS	PARANIGRA	299.5610523	234.241423	266.9012376	0.355158656	0.100662295	3.528219352	4.18E-04	0.002142261	TRINITY_GG_12583_c0_g1_i2.p1	Lko057S001617	1240350	1253896	+
OG0003668	KOHALENSIS	PARANIGRA	96.27549337	183.8316662	140.0535798	-0.931550179	0.138412058	-6.730267507	1.69E-11	2.01E-10	TRINITY_GG_12583_c1_g1_i6.p1	Lko057S001617	1272841	1282761	+
OG0003669	KOHALENSIS	PARANIGRA	2742.087935	1878.447453	2310.267694	0.546129988	0.116242116	4.698211014	2.62E-06	1.95E-05	TRINITY_GG_12587_c0_g1_i7.p1	Lko057S001617	40779	46010	+
OG0003670	KOHALENSIS	PARANIGRA	8247.018311	4043.27186	6145.145085	1.028419234	0.099273571	10.35944636	3.79E-25	8.68E-24	TRINITY_GG_12587_c1_g1_i2.p1	Lko057S001617	47822	61427	+
OG0003671	KOHALENSIS	PARANIGRA	3491.244447	3928.031587	3709.638017	-0.169854238	0.117704715	-1.443053812	0.149005313	0.288843834	TRINITY_GG_12587_c3_g1_i8.p1	Lko057S001617	64742	93072	+
OG0003672	KOHALENSIS	PARANIGRA	464.8274583	449.5384828	457.1829705	0.047428337	0.149644696	0.316939642	0.751289401	0.855043958	TRINITY_GG_12588_c1_g1_i1.p1	Lko057S001617	1215930	1223513	-
OG0003673	KOHALENSIS	PARANIGRA	100.9263983	108.9684503	104.9474243	-0.105100628	0.181286868	-0.579747608	0.562084833	0.717898354	TRINITY_GG_12591_c0_g1_i3.p1	Lko057S001618	10370	39275	-
OG0003674	KOHALENSIS	PARANIGRA	325.9983153	406.206861	366.1025882	-0.318111315	0.116561114	-2.729137571	0.006350021	0.023431649	TRINITY_GG_12594_c0_g1_i1.p1	Lko057S001859	22656	24955	+
