Entry_Name	Entry	Protein names	Gene Names	Organism	Gene Ontology IDs	Orthogroup	sampleA	sampleB	baseMeanA	baseMeanB	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Transcript	Scaffold	Start	Stop	Direction
CASP2_CHICK	Q98943	"Caspase-2, CASP-2, EC 3.4.22.55 (ICH-1L/1S) (Protease ICH-1) [Cleaved into: Caspase-2 subunit p18; Caspase-2 subunit p13; Caspase-2 subunit p12 ]"	CASP2 ICH1	Gallus gallus (Chicken)	GO:0005634; GO:0005737; GO:0006915; GO:0006919; GO:0006977; GO:0008630; GO:0016485; GO:0019904; GO:0035234; GO:0042802; GO:0071260; GO:0097153; GO:0097192; GO:0097199; GO:0097200; GO:1905369; GO:2001235	OG0008270	NEOSPISA	SPISA	42.00032956	1.315498672	23.01407514	5.000391324	0.534196617	9.360582162	7.93E-21	1.59E-19	TRINITY_GG_27476_c0_g1_i9.p1	Lko057S001920	257395	270123	+
RL1_STRSF	Q07976	50S ribosomal protein L1	rplA	Streptomyces sp. (strain FRI-5)	GO:0000049; GO:0003735; GO:0006412; GO:0006417; GO:0015934; GO:0019843	OG0004119	NEOSPISA	SPISA	40.40319221	5.44433262	24.08905774	2.93493435	0.313657427	9.357133292	8.19E-21	1.64E-19	TRINITY_GG_13974_c1_g1_i12.p1	Lko057S000835	620581	622532	-
NA	NA	NA	NA	NA	NA	OG0005026	NEOSPISA	SPISA	474.4302766	209.1170587	350.6174416	1.181138419	0.126462358	9.339841801	9.65E-21	1.92E-19	TRINITY_GG_17042_c24_g2_i18.p1	Lko057S005022	503576	505004	-
NA	NA	NA	NA	NA	NA	OG0006099	NEOSPISA	SPISA	11.06218739	56.68801095	32.35423838	-2.33930919	0.251430328	-9.304005626	1.35E-20	2.69E-19	TRINITY_GG_20512_c0_g1_i2.p1	Lko057S000916	862823	863815	+
NA	NA	NA	NA	NA	NA	OG0007955	NEOSPISA	SPISA	220.4188766	1015.826301	591.6090081	-2.202094326	0.23710111	-9.287574928	1.58E-20	3.14E-19	TRINITY_GG_2654_c0_g1_i2.p1	Lko057S001262	4152	4475	+
SETB1_DROPS	Q28Z18	"Histone-lysine N-methyltransferase eggless, EC 2.1.1.355 (SETDB1 homolog)"	egg GA30484	Drosophila pseudoobscura pseudoobscura (Fruit fly)	GO:0003677; GO:0005634; GO:0005694; GO:0006325; GO:0008270; GO:0018024; GO:0034968; GO:0048477; GO:0051038	OG0003696	NEOSPISA	SPISA	130.2553163	258.8727161	190.2767695	-0.989738154	0.10658779	-9.285661639	1.61E-20	3.19E-19	TRINITY_GG_12640_c3_g1_i2.p1	Lko057S004900	159451	182824	-
NA	NA	NA	NA	NA	NA	OG0006584	NEOSPISA	SPISA	14200.01185	55754.93082	33592.30737	-1.97319758	0.212640344	-9.279507081	1.70E-20	3.37E-19	TRINITY_GG_22165_c0_g1_i15.p1	Lko057S008788	25409	25918	-
DOA_DROME	P49762	"Serine/threonine-protein kinase Doa, EC 2.7.12.1 (Protein darkener of apricot)"	Doa CG42320	Drosophila melanogaster (Fruit fly)	GO:0000381; GO:0002225; GO:0004672; GO:0004674; GO:0004712; GO:0004713; GO:0005524; GO:0005634; GO:0005737; GO:0005783; GO:0005829; GO:0006468; GO:0007350; GO:0007399; GO:0007548; GO:0007601; GO:0009306; GO:0010508; GO:0016301; GO:0018993; GO:0042051; GO:0043484; GO:0045752; GO:0046777; GO:0048749; GO:0050896; GO:0106310; GO:2000255	OG0010543	NEOSPISA	SPISA	1242.13047	782.3763246	1027.578536	0.667259569	0.071964867	9.27201833	1.83E-20	3.61E-19	TRINITY_GG_34844_c0_g1_i51.p2	Lko057S002027	151899	165691	-
RL10A_SPOFR	Q963B6	60S ribosomal protein L10a	RpL10A	Spodoptera frugiperda (Fall armyworm)	GO:0003723; GO:0003735; GO:0006412; GO:0015934	OG0003080	NEOSPISA	SPISA	792.3923037	283.3844066	554.8552851	1.485585884	0.16025239	9.270288487	1.86E-20	3.66E-19	TRINITY_GG_10870_c1_g1_i3.p1	Lko057S000223	1033856	1034586	-
JV_DROME	M9NE38	Protein javelin	jv CG32397	Drosophila melanogaster (Fruit fly)	GO:0005737; GO:0005856; GO:0008407; GO:0030046	OG0003882	NEOSPISA	SPISA	47.52008997	150.9238725	95.77518847	-1.673875122	0.180737521	-9.261359312	2.02E-20	3.97E-19	TRINITY_GG_13214_c0_g1_i5.p1	Lko057S000492	255099	320764	-
ABHDD_CHICK	Q5ZJL8	"Protein ABHD13, EC 3.-.-.- (Alpha/beta hydrolase domain-containing protein 13, Abhydrolase domain-containing protein 13)"	ABHD13 RCJMB04_17d11	Gallus gallus (Chicken)	GO:0008474; GO:0016020; GO:0016021	OG0003984	NEOSPISA	SPISA	135.0283239	51.47756545	96.03796997	1.387250416	0.150531498	9.215681975	3.09E-20	6.07E-19	TRINITY_GG_134_c0_g1_i3.p4	Lko057S001809	88036	90362	+
NUD18_HUMAN	Q6ZVK8	"8-oxo-dGDP phosphatase NUDT18, EC 3.6.1.58 (2-hydroxy-dADP phosphatase) (7,8-dihydro-8-oxoguanine phosphatase) (MutT homolog 3) (Nucleoside diphosphate-linked moiety X motif 18, Nudix motif 18)"	NUDT18 MTH3	Homo sapiens (Human)	GO:0000287; GO:0005829; GO:0044715; GO:0044716; GO:0044717; GO:0046057; GO:0046067; GO:0046712; GO:0055086	OG0003768	NEOSPISA	SPISA	700.4634818	360.7614971	541.9358889	0.957535239	0.103936635	9.212682668	3.18E-20	6.23E-19	TRINITY_GG_12856_c1_g1_i7.p2	Lko057S002490	1072273	1077856	+
BABA1_XENLA	Q6DJG6	BRISC and BRCA1-A complex member 1 (Mediator of RAP80 interactions and targeting subunit of 40 kDa) (New component of the BRCA1-A complex)	babam1 merit40 nba1	Xenopus laevis (African clawed frog)	GO:0005634; GO:0005737; GO:0006302; GO:0006325; GO:0007095; GO:0010212; GO:0045739; GO:0051301; GO:0070531; GO:0070536; GO:0070552	OG0010677	NEOSPISA	SPISA	133.238757	39.76669842	89.61846299	1.738613748	0.189041877	9.196976739	3.68E-20	7.20E-19	TRINITY_GG_35140_c0_g1_i32.p4	Lko057S002446	323232	324311	-
NA	NA	NA	NA	NA	NA	OG0010579	NEOSPISA	SPISA	0.889834762	44.73448795	21.35067292	-5.744371246	0.624744835	-9.194747871	3.76E-20	7.33E-19	TRINITY_GG_3492_c4_g3_i1.p1	Lko057S000266	1556	25749	-
NA	NA	NA	NA	NA	NA	OG0006186	NEOSPISA	SPISA	68.89537696	4.544965827	38.8651851	3.903197521	0.425834066	9.166005812	4.91E-20	9.56E-19	TRINITY_GG_20786_c3_g1_i5.p1	Lko057S000927	512393	518488	+
CYRIB_BOVIN	Q2KJI3	CYFIP-related Rac1 interactor B (Protein FAM49B)	CYRIB FAM49B	Bos taurus (Bovine)	GO:0001916; GO:0005739; GO:0005929; GO:0016020; GO:0023030; GO:0030334; GO:0030837; GO:0031267; GO:0032729; GO:0050870; GO:0050920; GO:0051058; GO:0071219; GO:0090140; GO:2000114; GO:2000568	OG0007646	NEOSPISA	SPISA	218.2472176	107.2125939	166.4310599	1.023252421	0.1117191	9.159153785	5.23E-20	1.02E-18	TRINITY_GG_2550_c1_g2_i7.p2	Lko057S007788	73203	77524	-
NA	NA	NA	NA	NA	NA	OG0012523	NEOSPISA	SPISA	2653.482631	734.6792845	1758.041069	1.853469376	0.202581233	9.149264967	5.73E-20	1.11E-18	TRINITY_GG_8283_c3_g1_i5.p1	Lko057S002826	155162	161914	+
NA	NA	NA	NA	NA	NA	OG0008504	NEOSPISA	SPISA	16.964263	114.5631213	62.51039689	-2.770109794	0.302815579	-9.147844385	5.81E-20	1.12E-18	TRINITY_GG_28291_c0_g1_i3.p1	Lko057S004220	16540	17277	-
NA	NA	NA	NA	NA	NA	OG0010995	NEOSPISA	SPISA	78.53512575	15.42433309	49.08342251	2.327428675	0.254783497	9.134927096	6.55E-20	1.26E-18	TRINITY_GG_36068_c25_g1_i42.p2	Lko057S003640	19077	25696	-
WFS1_DROME	Q8IMZ9	Wolframin	wfs1 CG4917	Drosophila melanogaster (Fruit fly)	GO:0001306; GO:0005739; GO:0008344; GO:0010629; GO:0030176; GO:0030968; GO:0031625; GO:0036474; GO:0055074	OG0006699	NEOSPISA	SPISA	84.01911103	204.0541337	140.035455	-1.276563419	0.139782155	-9.132520686	6.69E-20	1.29E-18	TRINITY_GG_22534_c0_g1_i20.p2	Lko057S001907	248775	265639	-
NA	NA	NA	NA	NA	NA	OG0004109	NEOSPISA	SPISA	4.2325012	36.0724708	19.09115368	-3.087709226	0.338130875	-9.131698559	6.74E-20	1.30E-18	TRINITY_GG_13913_c0_g1_i3.p1	Lko057S020644	7632	7803	+
ECM29_HUMAN	Q5VYK3	Proteasome adapter and scaffold protein ECM29 (Ecm29 proteasome adapter and scaffold) (Proteasome-associated protein ECM29 homolog)	ECPAS ECM29 KIAA0368	Homo sapiens (Human)	GO:0000502; GO:0005634; GO:0005654; GO:0005737; GO:0005769; GO:0005770; GO:0005771; GO:0005783; GO:0005793; GO:0005813; GO:0016020; GO:0030134; GO:0030139; GO:0030433; GO:0031410; GO:0043248; GO:0060090; GO:0070628	OG0004337	NEOSPISA	SPISA	693.0883212	351.787792	533.8147409	0.977225407	0.107295451	9.107799054	8.41E-20	1.61E-18	TRINITY_GG_14817_c1_g2_i3.p1	Lko057S000658	638607	701794	+
MVD1_DANRE	Q5U403	"Diphosphomevalonate decarboxylase, EC 4.1.1.33 (Mevalonate (diphospho)decarboxylase, MDDase) (Mevalonate pyrophosphate decarboxylase)"	mvd mvda zgc:100824	Danio rerio (Zebrafish) (Brachydanio rerio)	GO:0004163; GO:0005524; GO:0005829; GO:0006695; GO:0019287	OG0011208	NEOSPISA	SPISA	29.78394956	102.5853632	63.75794259	-1.776722332	0.195168293	-9.103539839	8.74E-20	1.68E-18	TRINITY_GG_4147_c2_g1_i84.p4	Lko057S001612	187638	189845	-
BOYB_DROME	Q9VNP5	"Putative ATP-dependent RNA helicase BoYb, EC 3.6.4.13 (Brother of Yb)"	BoYb CG11133	Drosophila melanogaster (Fruit fly)	GO:0003724; GO:0005524; GO:0005737; GO:0010526; GO:0016887; GO:0042078; GO:0051321; GO:0070725	OG0005821	NEOSPISA	SPISA	68.80256995	160.133999	111.4239035	-1.223842276	0.134599998	-9.092439052	9.68E-20	1.85E-18	TRINITY_GG_19675_c1_g1_i4.p1	Lko057S006188	142271	184068	-
RAD1_HUMAN	O60671	"Cell cycle checkpoint protein RAD1, hRAD1, EC 3.1.11.2 (DNA repair exonuclease rad1 homolog) (Rad1-like DNA damage checkpoint protein)"	RAD1 REC1	Homo sapiens (Human)	GO:0000077; GO:0003684; GO:0005634; GO:0005654; GO:0005694; GO:0006281; GO:0006974; GO:0008408; GO:0008853; GO:0021762; GO:0030896; GO:0043231; GO:0051598; GO:0071479	OG0012661	NEOSPISA	SPISA	314.2306289	162.9697031	243.6421969	0.949899743	0.104560584	9.084682853	1.04E-19	1.98E-18	TRINITY_GG_8779_c0_g1_i96.p2	Lko057S001831	268015	269273	+
CHSS2_MOUSE	Q6IQX7	"Chondroitin sulfate synthase 2, EC 2.4.1.175, EC 2.4.1.226 (Chondroitin glucuronyltransferase 2) (Chondroitin-polymerizing factor, ChPF) (Glucuronosyl-N-acetylgalactosaminyl-proteoglycan 4-beta-N-acetylgalactosaminyltransferase II) (N-acetylgalactosaminyl-proteoglycan 3-beta-glucuronosyltransferase II) (N-acetylgalactosaminyltransferase 2)"	Chpf Css2 D1Bwg1363e	Mus musculus (Mouse)	GO:0005759; GO:0005829; GO:0008376; GO:0016021; GO:0016757; GO:0030206; GO:0032580; GO:0046872; GO:0047238; GO:0050510	OG0003131	NEOSPISA	SPISA	200.4080829	75.29706888	142.022943	1.406129249	0.154820194	9.0823375	1.06E-19	2.02E-18	TRINITY_GG_11047_c0_g1_i2.p1	Lko057S000808	1516672	1524678	-
TM245_HUMAN	Q9H330	Transmembrane protein 245 (Protein CG-2)	TMEM245 C9orf5	Homo sapiens (Human)	GO:0016021	OG0010681	NEOSPISA	SPISA	413.5582372	728.9229351	560.7284296	-0.820403436	0.090351055	-9.080175527	1.08E-19	2.06E-18	TRINITY_GG_35142_c0_g1_i41.p1	Lko057S002446	465168	475731	-
COG4_DROME	Q95TN4	"Conserved oligomeric Golgi complex subunit 4, COG complex subunit 4 (Component of oligomeric Golgi complex 4)"	Cog4 CG7456	Drosophila melanogaster (Fruit fly)	GO:0000139; GO:0006890; GO:0006891; GO:0007030; GO:0015031; GO:0017119; GO:0048213	OG0012535	NEOSPISA	SPISA	240.5230056	444.3293588	335.6326371	-0.88833489	0.097909495	-9.073020811	1.16E-19	2.20E-18	TRINITY_GG_8302_c3_g2_i8.p1	Lko057S002957	149081	152515	+
CNEP1_DROME	Q9VRG7	"CTD nuclear envelope phosphatase 1 homolog, EC 3.1.3.16 (Serine/threonine-protein phosphatase dullard homolog)"	Dd l(1)G0269 CG1696	Drosophila melanogaster (Fruit fly)	GO:0004721; GO:0004722; GO:0005635; GO:0005737; GO:0005789; GO:0006470; GO:0006998; GO:0007474; GO:0008287; GO:0010867; GO:0017018; GO:0030176; GO:0030514; GO:0031965; GO:0071595; GO:0101025; GO:1903740	OG0004646	NEOSPISA	SPISA	11.16365789	62.99843693	35.35322144	-2.478304436	0.273662201	-9.056071422	1.35E-19	2.56E-18	TRINITY_GG_15892_c1_g1_i21.p1	Lko057S004073	913319	918506	-
AT10A_MOUSE	O54827	"Phospholipid-transporting ATPase VA, EC 7.6.2.1 (ATPase class V type 10A) (P-locus fat-associated ATPase) (P4-ATPase flippase complex alpha subunit ATP10A)"	Atp10a Atpc5 Pfatp	Mus musculus (Mouse)	GO:0000287; GO:0005524; GO:0005783; GO:0005789; GO:0005886; GO:0005887; GO:0016887; GO:0045332; GO:0090554; GO:0140326; GO:0140345; GO:0140351; GO:1903527; GO:1990531	OG0009402	NEOSPISA	SPISA	80.66837408	24.74268631	54.56971979	1.69753301	0.187676931	9.044974259	1.50E-19	2.83E-18	TRINITY_GG_31196_c0_g1_i2.p1	Lko057S000677	1484924	1598967	+
NA	NA	NA	NA	NA	NA	OG0002893	NEOSPISA	SPISA	38.78912765	5.09996778	23.06751971	2.932263026	0.324525821	9.035530723	1.63E-19	3.08E-18	TRINITY_GG_10191_c0_g1_i2.p1	Lko057S001095	420945	424498	+
CNDH2_XENTR	Q28GV1	Condensin-2 complex subunit H2 (Non-SMC condensin II complex subunit H2)	ncaph2 TEgg019e13.1	Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)	GO:0000796; GO:0003682; GO:0005634; GO:0010032; GO:0051306	OG0006792	NEOSPISA	SPISA	305.2362952	548.2935679	418.6630225	-0.84794363	0.094032156	-9.017592163	1.92E-19	3.62E-18	TRINITY_GG_2277_c3_g1_i3.p1	Lko057S003346	79193	89776	-
TPRGL_MOUSE	Q9DBS2	Tumor protein p63-regulated gene 1-like protein (Mossy fiber terminal-associated vertebrate-specific presynaptic protein) (Protein FAM79A)	Tprg1l Fam79a Mover Tprgl	Mus musculus (Mouse)	GO:0005737; GO:0008021; GO:0030672; GO:0044305; GO:0048786; GO:0051966; GO:0070161	OG0008730	NEOSPISA	SPISA	152.0160281	61.49332801	109.7721014	1.299301228	0.144161084	9.012843095	2.01E-19	3.77E-18	TRINITY_GG_29180_c0_g1_i14.p2	Lko057S001206	334598	336434	-
NA	NA	NA	NA	NA	NA	OG0006219	NEOSPISA	SPISA	154.3380913	516.7455357	323.4615653	-1.740676391	0.193154595	-9.011830087	2.03E-19	3.80E-18	TRINITY_GG_20824_c9_g1_i8.p1	Lko057S001130	240478	251980	-
MYG1_BOVIN	Q58DG1	"MYG1 exonuclease, EC 3.1.-.-"	MYG1	Bos taurus (Bovine)	GO:0004518; GO:0005634; GO:0005654; GO:0005730; GO:0005737; GO:0005739; GO:0005759; GO:0035641	OG0005981	NEOSPISA	SPISA	36.61051284	0.13331329	19.58781972	7.190868013	0.799724611	8.991680277	2.43E-19	4.56E-18	TRINITY_GG_20095_c0_g1_i2.p1	Lko057S004474	68712	69918	+
NA	NA	NA	NA	NA	NA	OG0006772	NEOSPISA	SPISA	1711.350481	646.628576	1214.480259	1.405206717	0.156484232	8.979861426	2.71E-19	5.06E-18	TRINITY_GG_22769_c0_g2_i45.p2	Lko057S000600	66920	69543	+
CC149_BOVIN	Q0VCP9	Coiled-coil domain-containing protein 149	CCDC149	Bos taurus (Bovine)	GO:0016021	OG0010291	NEOSPISA	SPISA	72.78718602	174.7611794	120.3750496	-1.272020428	0.141658646	-8.979476095	2.72E-19	5.07E-18	TRINITY_GG_34022_c6_g1_i5.p1	Lko057S003111	785132	792727	+
NA	NA	NA	NA	NA	NA	OG0006751	NEOSPISA	SPISA	1129.292534	363.3123039	771.8350934	1.637320754	0.182352227	8.978890898	2.74E-19	5.09E-18	TRINITY_GG_22721_c2_g1_i35.p2	Lko057S001807	603820	624050	+
PORED_DROME	Q9VLP9	"Polyprenol reductase, EC 1.3.1.94"	CG7840	Drosophila melanogaster (Fruit fly)	GO:0003865; GO:0005783; GO:0005789; GO:0006488; GO:0016021; GO:0016095; GO:0019348; GO:0019408; GO:0102389	OG0012385	NEOSPISA	SPISA	46.86202704	121.8219422	81.84332076	-1.380621635	0.153820254	-8.975551659	2.82E-19	5.23E-18	TRINITY_GG_7915_c1_g1_i3.p1	Lko057S000659	593774	596752	-
NA	NA	NA	NA	NA	NA	OG0009961	NEOSPISA	SPISA	76.92311128	193.5024535	131.3268043	-1.331917014	0.14839409	-8.975539476	2.82E-19	5.23E-18	TRINITY_GG_33087_c1_g1_i14.p1	Lko057S008532	122705	134469	-
AT5F1_DROME	Q94516	"ATP synthase subunit b, mitochondrial, ATPase subunit b (FO-ATP synthase subunit b)"	ATPsynB ATPsyn-b ATPsyn-beta CG8189	Drosophila melanogaster (Fruit fly)	GO:0000274; GO:0000276; GO:0005739; GO:0015078; GO:0015986; GO:1902600	OG0008261	NEOSPISA	SPISA	2173.359802	1366.830923	1796.979658	0.669842623	0.074687527	8.968600929	3.00E-19	5.56E-18	TRINITY_GG_27461_c4_g1_i17.p3	Lko057S001131	202767	208328	+
NA	NA	NA	NA	NA	NA	OG0009193	NEOSPISA	SPISA	55.98772506	157.3720467	103.3004085	-1.483892928	0.16579896	-8.949953192	3.56E-19	6.57E-18	TRINITY_GG_3057_c0_g2_i38.p1	Lko057S002194	2466	16382	+
IF4E_XENLA	P48597	"Eukaryotic translation initiation factor 4E, eIF-4E, eIF4E (eIF-4F 25 kDa subunit) (mRNA cap-binding protein)"	eif4e	Xenopus laevis (African clawed frog)	GO:0000932; GO:0003723; GO:0003743; GO:0005845; GO:0006417; GO:0016281; GO:0032991	OG0012220	NEOSPISA	SPISA	2349.290574	1181.7087	1804.419033	0.991741483	0.110851709	8.946560151	3.67E-19	6.76E-18	TRINITY_GG_7411_c0_g1_i21.p1	Lko057S001151	238538	239394	-
NA	NA	NA	NA	NA	NA	OG0012811	NEOSPISA	SPISA	34.19334957	1.685656601	19.02309285	4.303564799	0.481107106	8.945128325	3.72E-19	6.83E-18	TRINITY_GG_9231_c0_g1_i2.p1	Lko057S000275	1642949	1668400	+
NA	NA	NA	NA	NA	NA	OG0003498	NEOSPISA	SPISA	0.868399434	50.99175141	24.25929702	-5.773430275	0.646105559	-8.935738439	4.04E-19	7.43E-18	TRINITY_GG_12112_c0_g1_i11.p1	Lko057S006857	7114	8925	+
NA	NA	NA	NA	NA	NA	OG0005823	NEOSPISA	SPISA	198.4248143	83.56851002	144.8252056	1.248542176	0.139790883	8.931499324	4.20E-19	7.70E-18	TRINITY_GG_19676_c0_g1_i11.p2	Lko057S006188	107123	108136	+
UN13B_MOUSE	Q9Z1N9	"Protein unc-13 homolog B (Munc13-2, munc13)"	Unc13b Unc13a	Mus musculus (Mouse)	GO:0001566; GO:0005509; GO:0005516; GO:0005543; GO:0005794; GO:0005829; GO:0005886; GO:0007268; GO:0007528; GO:0010808; GO:0016020; GO:0016079; GO:0016081; GO:0016082; GO:0016188; GO:0017075; GO:0019905; GO:0019992; GO:0030672; GO:0030742; GO:0031594; GO:0031914; GO:0032009; GO:0035249; GO:0042734; GO:0043065; GO:0043195; GO:0044305; GO:0045921; GO:0048172; GO:0048786; GO:0050714; GO:0060384; GO:0060478; GO:0061669; GO:0061789; GO:0070161; GO:0071333; GO:0090382; GO:0097060; GO:0097151; GO:0097470; GO:0098686; GO:0098793; GO:0098831; GO:0098978; GO:0099011; GO:0099525; GO:1900426	OG0008093	NEOSPISA	SPISA	61.26345853	185.672159	119.3208521	-1.597061959	0.178879233	-8.928157454	4.33E-19	7.92E-18	TRINITY_GG_27003_c0_g1_i33.p1	Lko057S002434	87249	344386	+
GSTT1_HUMAN	P30711	"Glutathione S-transferase theta-1, EC 2.5.1.18 (GST class-theta-1) (Glutathione transferase T1-1)"	GSTT1	Homo sapiens (Human)	GO:0004364; GO:0004602; GO:0005737; GO:0005829; GO:0006749; GO:0070062	OG0011639	NEOSPISA	SPISA	21.03332056	276.0533726	140.0426782	-3.710684341	0.41599842	-8.91994816	4.67E-19	8.52E-18	TRINITY_GG_5361_c1_g1_i3.p2	Lko057S002651	76370	77787	+
NA	NA	NA	NA	NA	NA	OG0003437	NEOSPISA	SPISA	1.91601722	31.60477596	15.7707713	-4.062023573	0.45578034	-8.91223955	5.00E-19	9.11E-18	TRINITY_GG_11932_c2_g1_i2.p1	Lko057S006770	203423	203833	-
NA	NA	NA	NA	NA	NA	OG0003481	NEOSPISA	SPISA	138.4553194	54.46740853	99.26096102	1.353567179	0.151990478	8.905605126	5.31E-19	9.66E-18	TRINITY_GG_12082_c1_g1_i8.p1	Lko057S002539	131383	134749	+
COPT1_RAT	Q9JK41	"High affinity copper uptake protein 1 (Copper transporter 1, rCTR1) (Liver regeneration-related protein LRRGT00200) (Solute carrier family 31 member 1)"	Slc31a1 Copt1 Ctr1	Rattus norvegicus (Rat)	GO:0005375; GO:0005737; GO:0005770; GO:0005886; GO:0006878; GO:0015677; GO:0016021; GO:0042802; GO:0043025; GO:0055037; GO:0055085; GO:0072719; GO:0098705	OG0006791	NEOSPISA	SPISA	124.4364836	40.11793911	85.08782953	1.630946732	0.183630361	8.88168341	6.59E-19	1.20E-17	TRINITY_GG_2277_c1_g1_i55.p4	Lko057S003346	198044	204622	-
NA	NA	NA	NA	NA	NA	OG0004783	NEOSPISA	SPISA	177.172299	85.25043477	134.275429	1.051932449	0.118616672	8.868335542	7.42E-19	1.35E-17	TRINITY_GG_16321_c0_g1_i1.p1	Lko057C120545	11	958	+
GARS_BOMMO	Q04451	"Glycine--tRNA ligase, EC 6.1.1.14 (Diadenosine tetraphosphate synthetase, Ap4A synthetase, EC 2.7.7.-) (Glycyl-tRNA synthetase)"	GlyRS	Bombyx mori (Silk moth)	GO:0004820; GO:0005524; GO:0005739; GO:0006426; GO:0015966; GO:0016740; GO:0030424; GO:0046983	OG0005751	NEOSPISA	SPISA	895.3703828	599.9359665	757.5009885	0.578233822	0.06531252	8.853338126	8.49E-19	1.54E-17	TRINITY_GG_19561_c2_g1_i1.p1	Lko057S000193	104035	113550	-
NA	NA	NA	NA	NA	NA	OG0007806	NEOSPISA	SPISA	184.798405	563.1263011	361.3514232	-1.609249373	0.181822334	-8.850669447	8.70E-19	1.57E-17	TRINITY_GG_25984_c1_g1_i65.p1	Lko057S013786	48751	55798	+
NA	NA	NA	NA	NA	NA	OG0004697	NEOSPISA	SPISA	478.7839489	1015.449662	729.2279482	-1.085665281	0.12279501	-8.841281731	9.46E-19	1.70E-17	TRINITY_GG_16042_c14_g1_i4.p1	Lko057S000509	269983	270642	+
AIG1_HUMAN	Q9NVV5	"Androgen-induced gene 1 protein, AIG-1 (Fatty acid esters of hydroxy fatty acids hydrolase AIG1, FAHFA hydrolase AIG1, EC 3.1.-.-)"	AIG1 CGI-103	Homo sapiens (Human)	GO:0005886; GO:0012505; GO:0016020; GO:0016021; GO:0016787; GO:0042758	OG0004794	NEOSPISA	SPISA	298.0190075	504.1420602	394.2097654	-0.756339013	0.085592692	-8.836490583	9.88E-19	1.78E-17	TRINITY_GG_16342_c0_g1_i19.p3	Lko057S001473	330724	349611	+
NA	NA	NA	NA	NA	NA	OG0012053	NEOSPISA	SPISA	84.02808054	204.5741592	140.2829173	-1.283640699	0.145550883	-8.819188687	1.15E-18	2.07E-17	TRINITY_GG_6776_c0_g1_i2.p1	Lko057S002706	168118	175832	-
NA	NA	NA	NA	NA	NA	OG0003196	NEOSPISA	SPISA	95.54274914	21.93319143	61.19162221	2.130043649	0.242014496	8.80130604	1.35E-18	2.42E-17	TRINITY_GG_11228_c1_g1_i1.p1	Lko057S004071	1212	2557	-
CAB45_CAPHI	A5YVD9	"45 kDa calcium-binding protein, Cab45 (Stromal cell-derived factor 4, SDF-4)"	SDF4 CAB45	Capra hircus (Goat)	GO:0005509; GO:0005796	OG0008434	NEOSPISA	SPISA	16.92351962	73.58099455	43.36367459	-2.127688767	0.2419163	-8.795144301	1.43E-18	2.55E-17	TRINITY_GG_28089_c1_g1_i1.p1	Lko057S002609	160037	161738	-
NA	NA	NA	NA	NA	NA	OG0008679	NEOSPISA	SPISA	31.43120867	97.89687733	62.44852071	-1.648298964	0.187434622	-8.793994125	1.44E-18	2.58E-17	TRINITY_GG_29008_c8_g1_i9.p1	Lko057S002777	179054	182060	-
MED18_AEDAE	Q17IN5	Mediator of RNA polymerase II transcription subunit 18 (Mediator complex subunit 18)	MED18 AAEL002284	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	GO:0003712; GO:0006357; GO:0016592	OG0005128	NEOSPISA	SPISA	138.3798439	39.44131086	92.20852848	1.815503404	0.206649101	8.785440629	1.56E-18	2.78E-17	TRINITY_GG_17353_c0_g1_i2.p1	Lko057S007530	110850	125054	+
NA	NA	NA	NA	NA	NA	OG0005629	NEOSPISA	SPISA	118.7288829	45.9146036	84.74888592	1.373899578	0.156469969	8.780595964	1.63E-18	2.89E-17	TRINITY_GG_19157_c4_g1_i2.p1	Lko057S014294	7250	8676	+
NA	NA	NA	NA	NA	NA	OG0011791	NEOSPISA	SPISA	135.8082453	59.89200946	100.3806686	1.179805394	0.134384941	8.779297623	1.64E-18	2.92E-17	TRINITY_GG_5944_c0_g1_i36.p2	Lko057S001243	1316260	1318036	+
NA	NA	NA	NA	NA	NA	OG0005210	NEOSPISA	SPISA	149.3648664	551.5708716	337.0610021	-1.884862401	0.214743042	-8.777292084	1.67E-18	2.97E-17	TRINITY_GG_17606_c2_g3_i2.p1	Lko057S000055	153134	167267	+
DTX_DROME	Q23985	"Protein deltex (Probable E3 ubiquitin-protein ligase deltex, EC 2.3.2.27) (RING-type E3 ubiquitin transferase deltex)"	dx CG3929	Drosophila melanogaster (Fruit fly)	GO:0005112; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006897; GO:0007219; GO:0007220; GO:0008270; GO:0016567; GO:0017124; GO:0035220; GO:0045746; GO:0045747; GO:0045752; GO:0061630	OG0004801	NEOSPISA	SPISA	130.3750764	53.31352167	94.41301752	1.292195823	0.147241534	8.776028002	1.69E-18	3.00E-17	TRINITY_GG_16350_c3_g1_i3.p2	Lko057S001510	5497	11818	+
NA	NA	NA	NA	NA	NA	OG0004862	NEOSPISA	SPISA	3004.526888	1256.791756	2188.91716	1.257764043	0.143507626	8.764440441	1.88E-18	3.31E-17	TRINITY_GG_16581_c19_g1_i31.p2	Lko057S000524	14209	24179	-
