Entry_Name	Entry	Protein names	Gene Names	Organism	Gene Ontology IDs	Orthogroup	sampleA	sampleB	baseMeanA	baseMeanB	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Transcript	Scaffold	Start	Stop	Direction
PFD2_MOUSE	O70591	Prefoldin subunit 2	Pfdn2 Pfd2	Mus musculus (Mouse)	GO:0001540; GO:0005634; GO:0005737; GO:0005739; GO:0005829; GO:0006457; GO:0016272; GO:0044183; GO:0051082; GO:0051495; GO:1905907; GO:1990062	OG0009700	KOHALENSIS	PARANIGRA	703.6878967	266.6004885	485.1441926	1.401745452	0.116454412	12.03686004	2.27E-33	6.92E-32	TRINITY_GG_32132_c0_g1_i20.p2	Lko057S000982	50163	51067	+
NA	NA	NA	NA	NA	NA	OG0011789	KOHALENSIS	PARANIGRA	0.447973771	191.581359	96.01466639	-8.628770804	0.72025043	-11.98023694	4.51E-33	1.37E-31	TRINITY_GG_5942_c0_g1_i24.p1	Lko057S001243	1501789	1502193	+
NA	NA	NA	NA	NA	NA	OG0011796	KOHALENSIS	PARANIGRA	30.92433787	167.9328752	99.42860653	-2.444649848	0.204124626	-11.97626126	4.73E-33	1.43E-31	TRINITY_GG_5946_c0_g1_i1.p1	Lko057S001243	139714	142265	-
SXL_MEGSC	O01671	Sex-lethal homolog	SXL SXL2	Megaselia scalaris (Humpbacked fly) (Phora scalaris)	GO:0000380; GO:0003723; GO:0005634; GO:0007530; GO:1990904	OG0005308	KOHALENSIS	PARANIGRA	57.54631839	162.083867	109.8150927	-1.49710417	0.12547233	-11.93174756	8.09E-33	2.44E-31	TRINITY_GG_17895_c0_g1_i22.p1	Lko057S003244	375120	431649	+
MIOA_XENLA	Q5U5D4	GATOR complex protein MIOS-A	mios-a	Xenopus laevis (African clawed frog)	GO:0005765	OG0008051	KOHALENSIS	PARANIGRA	58.16655439	162.5269473	110.3467508	-1.479357813	0.124345443	-11.8971615	1.22E-32	3.68E-31	TRINITY_GG_26752_c0_g3_i2.p1	Lko057S002915	354484	363925	-
ELOA1_DROME	Q9VCP0	Transcription elongation factor B polypeptide 3 (Elongin-A) (RNA polymerase II transcription factor SIII subunit A) (dEloA)	EloA CG6755	Drosophila melanogaster (Fruit fly)	GO:0005634; GO:0006368; GO:0007474; GO:0008023; GO:0070449	OG0010714	KOHALENSIS	PARANIGRA	199.4791058	556.1683164	377.8237111	-1.478943567	0.124323606	-11.89591919	1.24E-32	3.71E-31	TRINITY_GG_35229_c5_g1_i5.p2	Lko057S006332	969371	983485	+
PSB5_RAT	P28075	"Proteasome subunit beta type-5, EC 3.4.25.1 (Macropain epsilon chain) (Multicatalytic endopeptidase complex epsilon chain) (Proteasome chain 6) (Proteasome epsilon chain) (Proteasome subunit X)"	Psmb5	Rattus norvegicus (Rat)	GO:0000502; GO:0004175; GO:0004298; GO:0005634; GO:0005737; GO:0005839; GO:0006508; GO:0006979; GO:0008233; GO:0010498; GO:0019774; GO:0043161	OG0003851	KOHALENSIS	PARANIGRA	604.4259943	1220.951229	912.6886118	-1.013645165	0.085208046	-11.89612022	1.24E-32	3.71E-31	TRINITY_GG_13039_c4_g1_i3.p2	Lko057S000868	381644	382453	+
NA	NA	NA	NA	NA	NA	OG0003864	KOHALENSIS	PARANIGRA	96.40906295	257.059305	176.734184	-1.40971764	0.118683588	-11.87794929	1.54E-32	4.59E-31	TRINITY_GG_13105_c0_g1_i7.p1	Lko057S003578	60622	69120	-
LANC1_DANRE	Q90ZL2	"Glutathione S-transferase LANCL1, EC 2.5.1.18 (LanC-like protein 1)"	lancl1	Danio rerio (Zebrafish) (Brachydanio rerio)	GO:0004364; GO:0005737; GO:0005886; GO:0005975; GO:0008270; GO:0043295	OG0003656	KOHALENSIS	PARANIGRA	620.6656239	220.2478977	420.4567608	1.492839966	0.125855017	11.86158486	1.87E-32	5.56E-31	TRINITY_GG_1257_c0_g1_i2.p1	Lko057S004018	352921	362159	+
NA	NA	NA	NA	NA	NA	OG0012744	KOHALENSIS	PARANIGRA	2877.690769	1384.324574	2131.007671	1.05548643	0.089026817	11.85582575	2.01E-32	5.94E-31	TRINITY_GG_9100_c0_g1_i46.p1	Lko057S004371	22131	156791	-
STML2_MOUSE	Q99JB2	"Stomatin-like protein 2, mitochondrial, SLP-2, mslp2"	Stoml2 Slp2	Mus musculus (Mouse)	GO:0001772; GO:0005739; GO:0005743; GO:0005758; GO:0005886; GO:0006851; GO:0006874; GO:0007005; GO:0008180; GO:0010876; GO:0010918; GO:0015629; GO:0019897; GO:0032743; GO:0034982; GO:0035710; GO:0042101; GO:0042776; GO:0045121; GO:0050852; GO:0051020; GO:0051259; GO:0090297; GO:1900210; GO:1901612; GO:1990046	OG0008551	KOHALENSIS	PARANIGRA	163.642586	45.95633463	104.7994603	1.8191895	0.154111964	11.8043366	3.71E-32	1.09E-30	TRINITY_GG_28536_c0_g1_i3.p1	Lko057S004078	1029034	1033697	+
PYRD2_RAT	Q68FT3	"Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 2, EC 1.-.-.-"	Pyroxd2	Rattus norvegicus (Rat)	GO:0005759; GO:0007005; GO:0016491	OG0012128	KOHALENSIS	PARANIGRA	22.18322446	111.1280837	66.6556541	-2.32955217	0.197491913	-11.79568387	4.11E-32	1.21E-30	TRINITY_GG_7006_c5_g1_i29.p1	Lko057S000502	157129	164545	-
CNGA1_HUMAN	P29973	"cGMP-gated cation channel alpha-1 (Cyclic nucleotide-gated cation channel 1) (Cyclic nucleotide-gated channel alpha-1, CNG channel alpha-1, CNG-1, CNG1) (Cyclic nucleotide-gated channel, photoreceptor) (Rod photoreceptor cGMP-gated channel subunit alpha)"	CNGA1 CNCG CNCG1	Homo sapiens (Human)	GO:0005222; GO:0005223; GO:0005886; GO:0005887; GO:0007601; GO:0017071; GO:0030553; GO:0042622; GO:0044877; GO:0050896; GO:0098655	OG0006719	KOHALENSIS	PARANIGRA	868.4503634	251.4036294	559.9269964	1.786498035	0.151527997	11.78988748	4.40E-32	1.29E-30	TRINITY_GG_22573_c2_g1_i4.p1	Lko057S002372	10816	70217	+
NA	NA	NA	NA	NA	NA	OG0008608	KOHALENSIS	PARANIGRA	150.8819969	459.7720151	305.327006	-1.606224433	0.136519992	-11.76548879	5.88E-32	1.72E-30	TRINITY_GG_28758_c0_g1_i2.p3	Lko057S000602	6381	6812	+
NA	NA	NA	NA	NA	NA	OG0010972	KOHALENSIS	PARANIGRA	488.7588923	1175.491721	832.1253066	-1.265849122	0.107631589	-11.76094426	6.20E-32	1.81E-30	TRINITY_GG_3599_c0_g1_i2.p1	Lko057C123775	1027	1512	-
CLYBL_RAT	Q5I0K3	"Citramalyl-CoA lyase, mitochondrial, EC 4.1.3.25 ((3S)-malyl-CoA thioesterase, EC 3.1.2.30) (Beta-methylmalate synthase, EC 2.3.3.-) (Citrate lyase subunit beta-like protein, mitochondrial, Citrate lyase beta-like) (Malate synthase, EC 2.3.3.9)"	Clybl	Rattus norvegicus (Rat)	GO:0000287; GO:0004474; GO:0005739; GO:0016787; GO:0047777; GO:0070207; GO:0106064; GO:0106121	OG0010820	KOHALENSIS	PARANIGRA	40.17621626	174.5942676	107.3852419	-2.116814966	0.180057158	-11.75634999	6.55E-32	1.90E-30	TRINITY_GG_35496_c0_g1_i34.p3	Lko057S003970	253542	254397	+
ANR16_MOUSE	A2AS55	Ankyrin repeat domain-containing protein 16	Ankrd16	Mus musculus (Mouse)	GO:0005634; GO:0005737; GO:0006400	OG0009275	KOHALENSIS	PARANIGRA	55.97002385	3.736399938	29.85321189	3.932240752	0.335646526	11.71542219	1.06E-31	3.08E-30	TRINITY_GG_30767_c0_g1_i1.p1	Lko057S004997	272997	291977	+
NA	NA	NA	NA	NA	NA	OG0012415	KOHALENSIS	PARANIGRA	384.6519086	817.0653766	600.8586426	-1.086216682	0.092757971	-11.71022473	1.13E-31	3.26E-30	TRINITY_GG_7960_c39_g1_i68.p1	Lko057S001060	1715072	1723552	-
MOCS1_DROME	Q8IQF1	"Molybdenum cofactor biosynthesis protein 1 [Includes: GTP 3',8-cyclase, EC 4.1.99.22 (Molybdenum cofactor biosynthesis protein A); Cyclic pyranopterin monophosphate synthase, EC 4.6.1.17 (Molybdenum cofactor biosynthesis protein C) ]"	Mocs1 lxd CG33048	Drosophila melanogaster (Fruit fly)	GO:0002121; GO:0005525; GO:0006777; GO:0019008; GO:0046872; GO:0051539; GO:0061798; GO:0061799	OG0003032	KOHALENSIS	PARANIGRA	94.74359521	283.1158737	188.9297345	-1.581852561	0.135549831	-11.66989693	1.82E-31	5.23E-30	TRINITY_GG_10683_c10_g1_i14.p2	Lko057S001165	785000	786322	+
NA	NA	NA	NA	NA	NA	OG0010249	KOHALENSIS	PARANIGRA	59.31158602	10.54475331	34.92816967	2.500473583	0.214472726	11.65870192	2.07E-31	5.95E-30	TRINITY_GG_33946_c3_g1_i29.p1	Lko057S000917	583359	596879	+
XPP1_MOUSE	Q6P1B1	"Xaa-Pro aminopeptidase 1, EC 3.4.11.9 (Aminoacylproline aminopeptidase) (Cytosolic aminopeptidase P) (Soluble aminopeptidase P, sAmp) (X-Pro aminopeptidase 1) (X-prolyl aminopeptidase 1, soluble)"	Xpnpep1	Mus musculus (Mouse)	GO:0004177; GO:0005737; GO:0005829; GO:0006508; GO:0010815; GO:0030145; GO:0042803; GO:0070006	OG0008038	KOHALENSIS	PARANIGRA	569.9822126	261.8764311	415.9293219	1.11901438	0.096069672	11.64794626	2.35E-31	6.73E-30	TRINITY_GG_26727_c7_g1_i9.p1	Lko057S002018	261938	271745	+
PTPA_BOVIN	Q2KJ44	"Serine/threonine-protein phosphatase 2A activator, EC 5.2.1.8 (PP2A, subunit B', PR53 isoform) (Phosphotyrosyl phosphatase activator, PTPA) (Serine/threonine-protein phosphatase 2A regulatory subunit 4) (Serine/threonine-protein phosphatase 2A regulatory subunit B')"	PTPA PPP2R4	Bos taurus (Bovine)	GO:0000159; GO:0003755; GO:0004721; GO:0005102; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0007052; GO:0008160; GO:0032515; GO:0032516; GO:0034704; GO:0042803; GO:0043065; GO:0051721; GO:1904949	OG0011493	KOHALENSIS	PARANIGRA	235.6355712	99.15192829	167.3937498	1.248534772	0.107479403	11.6165027	3.40E-31	9.69E-30	TRINITY_GG_5003_c2_g1_i19.p1	Lko057S004909	1103573	1110036	-
TR1L1_XENLA	Q6DED0	Translocating chain-associated membrane protein 1-like 1	tram1l1	Xenopus laevis (African clawed frog)	GO:0005789; GO:0006616; GO:0016021	OG0008139	KOHALENSIS	PARANIGRA	643.329344	298.7197735	471.0245588	1.10703282	0.095416815	11.60207264	4.02E-31	1.14E-29	TRINITY_GG_27076_c3_g1_i2.p1	Lko057S002311	85745	99842	+
NPL1A_XENLA	Q4U0Y4	"Nucleosome assembly protein 1-like 1-A, xNAP1L-A (Nucleosome assembly protein 1, NAP-1, NAP1, xNAP-1, xNAP1)"	nap1l1-a nap1-a	Xenopus laevis (African clawed frog)	GO:0005634; GO:0005737; GO:0006334; GO:0007283; GO:0030154; GO:0030332; GO:0042393; GO:0042802; GO:0045944; GO:0060215	OG0009549	KOHALENSIS	PARANIGRA	17845.50231	8006.522027	12926.01217	1.156467581	0.099732787	11.59566087	4.34E-31	1.23E-29	TRINITY_GG_31660_c0_g1_i14.p1	Lko057S000534	1286763	1288566	-
NA	NA	NA	NA	NA	NA	OG0010476	KOHALENSIS	PARANIGRA	677.6280338	1832.778168	1255.203101	-1.434914639	0.123821918	-11.58853504	4.71E-31	1.33E-29	TRINITY_GG_34656_c0_g1_i5.p2	Lko057S002098	581125	583861	+
KAT_AEDAE	Q17CS8	"Kynurenine aminotransferase, EC 2.6.1.-, EC 2.6.1.63, EC 2.6.1.7 (AeKAT)"	KAT AAEL004435	Aedes aegypti (Yellowfever mosquito) (Culex aegypti)	GO:0005739; GO:0009058; GO:0016212; GO:0030170; GO:0047315; GO:0097053	OG0005404	KOHALENSIS	PARANIGRA	1527.012851	848.6517143	1187.832283	0.846640118	0.073156593	11.57298457	5.65E-31	1.59E-29	TRINITY_GG_18317_c0_g1_i10.p1	Lko057S000115	58551	64056	-
Y1411_DROME	Q6NLL1	WD repeat-containing protein CG11141	CG11141	Drosophila melanogaster (Fruit fly)	GO:0005737; GO:0032527	OG0008609	KOHALENSIS	PARANIGRA	162.3530597	357.0521352	259.7025974	-1.137940518	0.098393436	-11.56520761	6.18E-31	1.74E-29	TRINITY_GG_28761_c13_g1_i3.p1	Lko057S000620	41393	72910	-
NA	NA	NA	NA	NA	NA	OG0006723	KOHALENSIS	PARANIGRA	549.5722259	125.8136726	337.6929492	2.129954299	0.184362893	11.55305315	7.12E-31	2.00E-29	TRINITY_GG_22589_c0_g1_i36.p1	Lko057S002659	1212797	1215546	+
IF140_MOUSE	E9PY46	Intraflagellar transport protein 140 homolog (WD and tetratricopeptide repeats protein 2)	Ift140 WDTC2	Mus musculus (Mouse)	GO:0005813; GO:0005814; GO:0005929; GO:0005930; GO:0007368; GO:0007507; GO:0008589; GO:0021532; GO:0030991; GO:0031076; GO:0032391; GO:0035108; GO:0035721; GO:0035845; GO:0036064; GO:0042073; GO:0042733; GO:0048701; GO:0060271; GO:0061512; GO:0097730; GO:0120199; GO:1902017; GO:1905515; GO:1990403	OG0004899	KOHALENSIS	PARANIGRA	759.3926266	219.5083603	489.4504934	1.790120092	0.155068173	11.54408451	7.91E-31	2.21E-29	TRINITY_GG_16677_c0_g1_i2.p1	Lko057S005597	173962	196351	+
RPR1B_HUMAN	Q9NQG5	Regulation of nuclear pre-mRNA domain-containing protein 1B (Cell cycle-related and expression-elevated protein in tumor)	RPRD1B C20orf77 CREPT	Homo sapiens (Human)	GO:0000993; GO:0005634; GO:0005654; GO:0008284; GO:0010564; GO:0016591; GO:0031124; GO:0042802; GO:0045944; GO:0070940	OG0003816	KOHALENSIS	PARANIGRA	140.3862758	43.93294168	92.15960872	1.669686209	0.144657307	11.54235651	8.07E-31	2.25E-29	TRINITY_GG_12976_c3_g1_i8.p1	Lko057S000415	62095	63973	-
NA	NA	NA	NA	NA	NA	OG0006368	KOHALENSIS	PARANIGRA	884.3730228	388.8252653	636.5991441	1.186879717	0.103058165	11.51660049	1.09E-30	3.02E-29	TRINITY_GG_21444_c1_g1_i8.p1	Lko057S000282	493261	523693	+
PTSS_DROME	Q9VPD3	"Phosphatidylserine synthase, EC 2.7.8.29"	Pss l(3)77CDf ptdss1 CG4825	Drosophila melanogaster (Fruit fly)	GO:0005789; GO:0006659; GO:0012505; GO:0016021; GO:0016780; GO:0106245; GO:0106258	OG0005949	KOHALENSIS	PARANIGRA	112.7321498	278.4647216	195.5984357	-1.299690917	0.112994979	-11.50220063	1.29E-30	3.56E-29	TRINITY_GG_20064_c0_g1_i25.p1	Lko057S002823	261048	262202	+
CD82_HUMAN	P27701	"CD82 antigen (C33 antigen) (IA4) (Inducible membrane protein R2) (Metastasis suppressor Kangai-1) (Suppressor of tumorigenicity 6 protein) (Tetraspanin-27, Tspan-27) (CD antigen CD82)"	CD82 KAI1 SAR2 ST6 TSPAN27	Homo sapiens (Human)	GO:0005886; GO:0005887; GO:0070062	OG0005033	KOHALENSIS	PARANIGRA	79.46602697	16.65074867	48.05838782	2.253139169	0.196430526	11.47041253	1.86E-30	5.13E-29	TRINITY_GG_17045_c1_g1_i36.p1	Lko057S005022	39708	65599	+
NA	NA	NA	NA	NA	NA	OG0006636	KOHALENSIS	PARANIGRA	577.0830237	262.5405364	419.8117801	1.137048204	0.099503486	11.42721984	3.06E-30	8.42E-29	TRINITY_GG_22362_c0_g1_i14.p3	Lko057S002420	388067	390956	+
UGPA_MOUSE	Q91ZJ5	"UTP--glucose-1-phosphate uridylyltransferase, EC 2.7.7.9 (UDP-glucose pyrophosphorylase, UDPGP, UGPase)"	Ugp2	Mus musculus (Mouse)	GO:0003983; GO:0005536; GO:0005737; GO:0005977; GO:0005978; GO:0006011; GO:0007420; GO:0019255; GO:0032557; GO:0042802; GO:0046872	OG0010646	KOHALENSIS	PARANIGRA	5885.785489	3344.181641	4614.983565	0.81594169	0.071507686	11.4105453	3.70E-30	1.02E-28	TRINITY_GG_35126_c0_g1_i165.p1	Lko057S001242	296908	346318	+
NA	NA	NA	NA	NA	NA	OG0008426	KOHALENSIS	PARANIGRA	67.26585703	254.837413	161.051635	-1.918957881	0.168293615	-11.40244019	4.07E-30	1.11E-28	TRINITY_GG_28080_c0_g2_i9.p6	Lko057S002588	19669	35501	-
NA	NA	NA	NA	NA	NA	OG0008110	KOHALENSIS	PARANIGRA	115.667379	262.1886321	188.9280056	-1.180796759	0.103681712	-11.38866962	4.76E-30	1.30E-28	TRINITY_GG_27059_c5_g1_i4.p1	Lko057S000277	1448230	1455814	+
NA	NA	NA	NA	NA	NA	OG0008703	KOHALENSIS	PARANIGRA	335.6934167	98.62755316	217.1604849	1.771071743	0.15582187	11.36600235	6.18E-30	1.68E-28	TRINITY_GG_29053_c1_g1_i3.p1	Lko057S004935	105985	106559	-
SYVN1_DANRE	Q803I8	"E3 ubiquitin-protein ligase synoviolin, EC 2.3.2.27 (RING-type E3 ubiquitin transferase synoviolin) (Synovial apoptosis inhibitor 1)"	syvn1 hrd1 zgc:55735 zgc:77108	Danio rerio (Zebrafish) (Brachydanio rerio)	GO:0000836; GO:0006511; GO:0016021; GO:0030433; GO:0046872; GO:0061630	OG0009081	KOHALENSIS	PARANIGRA	640.8835604	1188.866382	914.8749711	-0.890775137	0.078387021	-11.36380904	6.33E-30	1.72E-28	TRINITY_GG_30240_c2_g1_i57.p1	Lko057S004808	378690	382173	-
NA	NA	NA	NA	NA	NA	OG0004831	KOHALENSIS	PARANIGRA	329.6978832	106.7997515	218.2488173	1.629061052	0.143677665	11.33830409	8.48E-30	2.30E-28	TRINITY_GG_16419_c2_g1_i2.p1	Lko057S002821	31065	37466	-
NA	NA	NA	NA	NA	NA	OG0012763	KOHALENSIS	PARANIGRA	682.8178555	211.1362721	446.9770638	1.696257943	0.149729748	11.32879718	9.45E-30	2.55E-28	TRINITY_GG_912_c1_g1_i1.p1	Lko057S001249	78656	93618	+
NA	NA	NA	NA	NA	NA	OG0008694	KOHALENSIS	PARANIGRA	435.5001672	167.3229599	301.4115635	1.379368828	0.121780162	11.32671206	9.68E-30	2.61E-28	TRINITY_GG_29016_c5_g1_i3.p1	Lko057S003115	788429	793096	+
NA	NA	NA	NA	NA	NA	OG0006752	KOHALENSIS	PARANIGRA	480.8964972	217.3728837	349.1346905	1.142868437	0.101585183	11.25034576	2.31E-29	6.20E-28	TRINITY_GG_22721_c2_g1_i35.p1	Lko057S001807	569742	601900	+
NA	NA	NA	NA	NA	NA	OG0005492	KOHALENSIS	PARANIGRA	211.4754169	742.1520177	476.8137173	-1.810796696	0.161406194	-11.21887987	3.29E-29	8.82E-28	TRINITY_GG_18616_c3_g1_i39.p1	Lko057S000517	123351	147263	-
LYSP_DROME	P29615	"Lysozyme P, EC 3.2.1.17 (1,4-beta-N-acetylmuramidase P)"	LysP CG9116	Drosophila melanogaster (Fruit fly)	GO:0003796; GO:0005615; GO:0008152; GO:0019835; GO:0050829	OG0009041	KOHALENSIS	PARANIGRA	336.5553724	3141.516173	1739.035773	-3.222296225	0.287931989	-11.19117134	4.50E-29	1.20E-27	TRINITY_GG_30196_c0_g1_i9.p1	Lko057S000676	78990	82500	+
GPI8_DROME	Q8T4E1	"Putative GPI-anchor transamidase, GPI transamidase, EC 3.-.-.- (Phosphatidylinositol glycan anchor biosynthesis protein class K)"	PIG-K CG4406	Drosophila melanogaster (Fruit fly)	GO:0003923; GO:0005783; GO:0006508; GO:0016255; GO:0034394; GO:0042765	OG0004745	KOHALENSIS	PARANIGRA	111.8273482	26.45525067	69.14129945	2.075137068	0.185860505	11.16502436	6.05E-29	1.61E-27	TRINITY_GG_16187_c0_g1_i4.p1	Lko057S003292	329351	330114	+
NA	NA	NA	NA	NA	NA	OG0004099	KOHALENSIS	PARANIGRA	3153.839455	1378.48408	2266.161767	1.194567365	0.106993612	11.16484755	6.06E-29	1.61E-27	TRINITY_GG_13839_c3_g3_i1.p1	Lko057S004100	348395	349033	-
SYPM_HUMAN	Q7L3T8	"Probable proline--tRNA ligase, mitochondrial, EC 6.1.1.15 (Prolyl-tRNA synthetase, ProRS)"	PARS2	Homo sapiens (Human)	GO:0004827; GO:0005524; GO:0005739; GO:0005759; GO:0006433; GO:0042802	OG0010503	KOHALENSIS	PARANIGRA	229.6761012	79.93533502	154.8057181	1.524231486	0.136791016	11.14277484	7.77E-29	2.06E-27	TRINITY_GG_34695_c0_g1_i17.p1	Lko057S003923	689695	703789	-
TFB1M_RAT	Q811P6	"Dimethyladenosine transferase 1, mitochondrial, EC 2.1.1.- (Mitochondrial 12S rRNA dimethylase 1) (Mitochondrial transcription factor B1, mtTFB1) (S-adenosylmethionine-6-N', N'-adenosyl(rRNA) dimethyltransferase 1)"	Tfb1m	Rattus norvegicus (Rat)	GO:0000179; GO:0003677; GO:0003723; GO:0005759; GO:0006391; GO:0031167; GO:0034246; GO:0042645	OG0005636	KOHALENSIS	PARANIGRA	469.8951126	217.4958326	343.6954726	1.114640187	0.100128072	11.13214471	8.75E-29	2.31E-27	TRINITY_GG_19174_c0_g1_i4.p1	Lko057S002090	920886	922321	+
GLO5_ARATH	O49506	"Glycolate oxidase 3, GOX 3, EC 1.1.3.15 (AtGLO5) (Peroxisomal (S)-2-hydroxy-acid oxidase GLO5) (Short chain alpha-hydroxy acid oxidase GLO5)"	GLO5 GOX3 At4g18360 F28J12.20	Arabidopsis thaliana (Mouse-ear cress)	GO:0003973; GO:0005777; GO:0009854; GO:0010181; GO:0042742; GO:0050665	OG0003410	KOHALENSIS	PARANIGRA	202.2781767	465.7098128	333.9939948	-1.201973275	0.108009363	-11.12841743	9.12E-29	2.40E-27	TRINITY_GG_11898_c0_g1_i21.p1	Lko057S003333	281556	351990	-
NELFE_DROME	P92204	Negative elongation factor E	Nelf-E anon-66Da CG5994	Drosophila melanogaster (Fruit fly)	GO:0000122; GO:0003723; GO:0003729; GO:0005634; GO:0005694; GO:0008023; GO:0017053; GO:0032021; GO:0032785; GO:0034244; GO:0045944	OG0008156	KOHALENSIS	PARANIGRA	63.49927385	9.87785122	36.68856254	2.70113278	0.242817825	11.12411239	9.58E-29	2.52E-27	TRINITY_GG_27153_c0_g1_i2.p1	Lko057S000423	251838	253831	-
TSR3_MOUSE	Q5HZH2	"18S rRNA aminocarboxypropyltransferase, EC 2.5.1.- (20S S rRNA accumulation protein 3 homolog)"	Tsr3	Mus musculus (Mouse)	GO:0000455; GO:0005737; GO:0016740; GO:0030490; GO:0106388; GO:1904047	OG0008128	KOHALENSIS	PARANIGRA	109.9641757	15.11329502	62.53873539	2.888967606	0.260054243	11.10909622	1.13E-28	2.97E-27	TRINITY_GG_27074_c1_g1_i5.p1	Lko057S002268	430170	431284	-
S30BP_HUMAN	Q9UHR5	SAP30-binding protein (Transcriptional regulator protein HCNGP)	SAP30BP HCNGP HTRG HTRP	Homo sapiens (Human)	GO:0005634; GO:0005654; GO:0006355; GO:0009615; GO:0031065; GO:0045111; GO:0052472	OG0008940	KOHALENSIS	PARANIGRA	119.6938115	39.71599187	79.70490167	1.586918485	0.143676026	11.04511678	2.31E-28	6.05E-27	TRINITY_GG_29933_c0_g1_i41.p1	Lko057S000494	1214938	1218107	+
NA	NA	NA	NA	NA	NA	OG0004944	KOHALENSIS	PARANIGRA	8.21017285	64.05355724	36.13186504	-2.945387445	0.266801421	-11.03962427	2.46E-28	6.41E-27	TRINITY_GG_16905_c0_g1_i14.p5	Lko057S000303	100844	101200	-
CTRO_HUMAN	O14578	"Citron Rho-interacting kinase, CRIK, EC 2.7.11.1 (Serine/threonine-protein kinase 21)"	CIT CRIK KIAA0949 STK21	Homo sapiens (Human)	GO:0000086; GO:0000278; GO:0000281; GO:0001223; GO:0001889; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005829; GO:0005856; GO:0007030; GO:0008064; GO:0016020; GO:0017124; GO:0018107; GO:0019901; GO:0030165; GO:0030291; GO:0030496; GO:0031032; GO:0031985; GO:0032154; GO:0032467; GO:0035331; GO:0043025; GO:0046872; GO:0048699; GO:0051402; GO:0097110; GO:0106310	OG0005310	KOHALENSIS	PARANIGRA	100.4901626	27.64744102	64.0688018	1.87272127	0.169805875	11.02860113	2.78E-28	7.23E-27	TRINITY_GG_17896_c0_g1_i1.p1	Lko057S003244	66165	116637	-
THIO2_DROME	Q9V429	"Thioredoxin-2, DmTrx-2"	Trx-2 CG31884	Drosophila melanogaster (Fruit fly)	GO:0005634; GO:0006979; GO:0008340; GO:0015035; GO:0015036; GO:0045454; GO:0050832	OG0005724	KOHALENSIS	PARANIGRA	1604.586978	781.9510553	1193.269017	1.038381114	0.094229326	11.01972343	3.07E-28	7.96E-27	TRINITY_GG_19555_c0_g1_i6.p1	Lko057S000193	966872	967255	+
GUF1_CULQU	B0WXB8	"Translation factor GUF1 homolog, mitochondrial, EC 3.6.5.- (Elongation factor 4 homolog, EF-4) (GTPase GUF1 homolog) (Ribosomal back-translocase)"	CPIJ012086	Culex quinquefasciatus (Southern house mosquito) (Culex pungens)	GO:0003924; GO:0005525; GO:0005743; GO:0005759; GO:0006412; GO:0043022; GO:0045727	OG0009368	KOHALENSIS	PARANIGRA	59.99194752	183.7727637	121.8823556	-1.616900263	0.146737177	-11.01902256	3.09E-28	8.00E-27	TRINITY_GG_31092_c1_g1_i64.p1	Lko057S000089	445869	447281	-
C19L1_XENLA	Q8AVL0	CWF19-like protein 1	cwf19l1	Xenopus laevis (African clawed frog)	NA	OG0011381	KOHALENSIS	PARANIGRA	784.9789019	341.5767728	563.2778373	1.200150141	0.109128599	10.99757674	3.93E-28	1.01E-26	TRINITY_GG_4706_c2_g1_i12.p1	Lko057S000871	39766	65161	+
NA	NA	NA	NA	NA	NA	OG0009628	KOHALENSIS	PARANIGRA	4360.925493	1652.57898	3006.752237	1.399489115	0.127322729	10.99166758	4.19E-28	1.08E-26	TRINITY_GG_31904_c1_g1_i7.p2	Lko057S001248	307704	316752	+
DTD1_DANRE	F1QGC8	"D-aminoacyl-tRNA deacylase 1, EC 3.1.1.96 (Gly-tRNA(Ala) deacylase 1) (Gly-tRNA(Gly) deacylase 1)"	dtd1	Danio rerio (Zebrafish) (Brachydanio rerio)	GO:0000049; GO:0005737; GO:0006399; GO:0051500; GO:0106026	OG0012087	KOHALENSIS	PARANIGRA	48.85162362	6.523455908	27.68753976	2.927365339	0.266891087	10.96838927	5.42E-28	1.39E-26	TRINITY_GG_6841_c0_g1_i5.p1	Lko057S008380	53967	57107	+
NA	NA	NA	NA	NA	NA	OG0012494	KOHALENSIS	PARANIGRA	8337.644531	2916.279054	5626.961792	1.515391174	0.138236369	10.96231903	5.80E-28	1.48E-26	TRINITY_GG_8212_c0_g1_i23.p1	Lko057S001365	56960	116724	-
DYR_HELVI	Q9U8B8	"Dihydrofolate reductase, EC 1.5.1.3"	DHFR	Heliothis virescens (Tobacco budworm moth)	GO:0004146; GO:0006545; GO:0006730; GO:0046654; GO:0050661	OG0012529	KOHALENSIS	PARANIGRA	236.2057103	93.96301074	165.0843605	1.334359129	0.12176485	10.95849199	6.05E-28	1.54E-26	TRINITY_GG_8288_c1_g1_i2.p1	Lko057S003187	59798	75023	-
NA	NA	NA	NA	NA	NA	OG0008801	KOHALENSIS	PARANIGRA	702.2357007	294.3588517	498.2972762	1.253208528	0.114621273	10.93347243	7.97E-28	2.03E-26	TRINITY_GG_29456_c1_g1_i17.p2	Lko057S001610	516292	522756	-
