Orthogroup	kohalensis	neospisa	paranigra	spisa	termite
OG0003319	TRINITY_GG_12136_c0_g1_i127.p2	TRINITY_GG_4322_c0_g1_i15.p1	TRINITY_GG_17939_c0_g1_i32.p2	TRINITY_GG_22488_c0_g1_i139.p1	A0A067R2B1|unreviewed|Ferritin|taxID_136037
OG0003320	TRINITY_GG_12136_c2_g1_i4.p1	TRINITY_GG_4322_c3_g1_i11.p1	TRINITY_GG_17939_c2_g1_i1.p1	TRINITY_GG_22490_c1_g1_i5.p1	A0A067RM63|unreviewed|Conserved
OG0003321	TRINITY_GG_12145_c0_g1_i4.p1	TRINITY_GG_1259_c0_g1_i2.p1	TRINITY_GG_34410_c0_g1_i2.p1	TRINITY_GG_34951_c0_g1_i1.p1	A0A067R8Y4|unreviewed|WD
OG0003322	TRINITY_GG_12146_c2_g1_i1.p1	TRINITY_GG_1259_c4_g1_i3.p1	TRINITY_GG_34409_c1_g1_i6.p1	TRINITY_GG_34950_c4_g1_i1.p1	A0A067R066|unreviewed|General
OG0003323	TRINITY_GG_12151_c0_g1_i5.p1	TRINITY_GG_14017_c0_g1_i3.p1	TRINITY_GG_35073_c0_g1_i6.p1	TRINITY_GG_5616_c0_g1_i5.p1	A0A067R089|unreviewed|ADP-ribosylation
OG0003324	TRINITY_GG_12151_c1_g1_i2.p1	TRINITY_GG_14017_c1_g1_i2.p1	TRINITY_GG_35073_c1_g1_i2.p1	TRINITY_GG_5615_c0_g1_i3.p1	A0A067R2A3|unreviewed|Uncharacterized
OG0003325	TRINITY_GG_12167_c0_g1_i3.p1	TRINITY_GG_31773_c0_g1_i4.p1	TRINITY_GG_14388_c0_g1_i8.p1	TRINITY_GG_12240_c0_g1_i3.p1	A0A067RK36|unreviewed|MFS
OG0003326	TRINITY_GG_12167_c0_g1_i3.p2	TRINITY_GG_31773_c0_g1_i4.p2	TRINITY_GG_14388_c0_g1_i8.p2	TRINITY_GG_12240_c0_g1_i3.p2	A0A067R8J9|unreviewed|PX
OG0003328	TRINITY_GG_12219_c3_g1_i5.p1	TRINITY_GG_4470_c9_g1_i2.p1	TRINITY_GG_12255_c4_g1_i5.p1	TRINITY_GG_12043_c2_g1_i5.p1	A0A067RJW2|unreviewed|Uncharacterized
OG0003329	TRINITY_GG_12226_c0_g1_i17.p1	TRINITY_GG_4470_c4_g1_i14.p1	TRINITY_GG_12251_c2_g1_i13.p1	TRINITY_GG_12031_c1_g2_i3.p1	A0A067QJR1|unreviewed|Histone-lysine
OG0003330	TRINITY_GG_12251_c2_g1_i12.p1	TRINITY_GG_4474_c1_g1_i24.p1	TRINITY_GG_12249_c6_g1_i35.p1	TRINITY_GG_12041_c1_g1_i21.p1	A0A067RM43|unreviewed|RRM
OG0003331	TRINITY_GG_12256_c1_g1_i2.p1	TRINITY_GG_29795_c1_g1_i3.p1	TRINITY_GG_11225_c1_g1_i3.p1	TRINITY_GG_5150_c0_g1_i3.p1	A0A067QQ28|unreviewed|Alpha-glucosidase|taxID_136037
OG0003332	TRINITY_GG_12257_c1_g1_i2.p1	TRINITY_GG_29794_c1_g1_i10.p1	TRINITY_GG_11218_c0_g1_i3.p1	TRINITY_GG_5154_c1_g1_i4.p1	A0A067QS50|unreviewed|Vinculin|taxID_136037
OG0003334	TRINITY_GG_12262_c0_g1_i7.p1	TRINITY_GG_11792_c0_g1_i6.p1	TRINITY_GG_2362_c0_g2_i1.p1	TRINITY_GG_9627_c0_g1_i3.p1	A0A067RS47|unreviewed|Pleckstrin-like
OG0003335	TRINITY_GG_12267_c0_g1_i1.p1	TRINITY_GG_11793_c0_g1_i2.p1	TRINITY_GG_2363_c0_g1_i3.p1	TRINITY_GG_9630_c1_g1_i1.p1	A0A067RJZ0|unreviewed|Uncharacterized
OG0003336	TRINITY_GG_12283_c0_g1_i3.p1	TRINITY_GG_20216_c7_g1_i16.p1	TRINITY_GG_24862_c0_g1_i12.p1	TRINITY_GG_18438_c1_g1_i11.p1	A0A067R3F0|unreviewed|WD
OG0003337	TRINITY_GG_12283_c1_g1_i22.p3	TRINITY_GG_20216_c3_g1_i4.p2	TRINITY_GG_24862_c1_g1_i13.p2	TRINITY_GG_18438_c0_g2_i6.p2	A0A067R5I0|unreviewed|Galectin|taxID_136037
OG0003338	TRINITY_GG_12295_c0_g1_i12.p1	TRINITY_GG_20216_c0_g1_i4.p1	TRINITY_GG_24875_c0_g1_i57.p1	TRINITY_GG_18418_c0_g1_i14.p2	A0A067QUL4|unreviewed|B30.2/SPRY
OG0003339	TRINITY_GG_12295_c2_g1_i3.p1	TRINITY_GG_20211_c0_g1_i2.p1	TRINITY_GG_24875_c4_g1_i2.p1	TRINITY_GG_18418_c1_g1_i1.p1	A0A067QGT1|unreviewed|Rab-GAP
OG0003340	TRINITY_GG_12295_c5_g1_i1.p1	TRINITY_GG_20216_c9_g1_i4.p1	TRINITY_GG_24875_c2_g2_i4.p1	TRINITY_GG_18418_c0_g1_i14.p1	A0A067QWX9|unreviewed|Uncharacterized
OG0003341	TRINITY_GG_12296_c0_g1_i2.p1	TRINITY_GG_20216_c2_g1_i15.p1	TRINITY_GG_24870_c0_g1_i5.p1	TRINITY_GG_18442_c0_g1_i56.p1	A0A067RFD7|unreviewed|Importin
OG0003342	TRINITY_GG_12296_c0_g1_i2.p2	TRINITY_GG_20216_c2_g1_i15.p3	TRINITY_GG_24870_c0_g1_i5.p3	TRINITY_GG_18442_c0_g1_i56.p3	A0A067RPT6|unreviewed|UBC
OG0003343	TRINITY_GG_12296_c3_g1_i2.p1	TRINITY_GG_20216_c4_g1_i30.p2	TRINITY_GG_24870_c3_g1_i9.p1	TRINITY_GG_18442_c3_g1_i12.p1	A0A067RIJ6|unreviewed|MADF
OG0003344	TRINITY_GG_12296_c4_g1_i2.p1	TRINITY_GG_20216_c19_g1_i2.p1	TRINITY_GG_24870_c1_g1_i1.p1	TRINITY_GG_18442_c6_g1_i3.p1	A0A067R3E0|unreviewed|AP
OG0003345	TRINITY_GG_12296_c6_g1_i1.p2	TRINITY_GG_20216_c12_g1_i1.p1	TRINITY_GG_24870_c5_g1_i1.p1	TRINITY_GG_18438_c3_g1_i1.p1	A0A067RMB1|unreviewed|Ras-related
OG0003346	TRINITY_GG_12298_c0_g2_i3.p1	TRINITY_GG_20216_c11_g1_i10.p1	TRINITY_GG_24858_c0_g1_i5.p1	TRINITY_GG_18438_c4_g1_i8.p1	A0A067RCZ5|unreviewed|Rho
OG0003347	TRINITY_GG_12304_c1_g3_i1.p1	TRINITY_GG_20219_c3_g1_i1.p1	TRINITY_GG_24872_c3_g2_i2.p1	TRINITY_GG_18432_c4_g1_i1.p1	A0A067RH84|unreviewed|MAD
OG0003348	TRINITY_GG_12305_c1_g1_i1.p1	TRINITY_GG_20225_c1_g1_i4.p1	TRINITY_GG_24852_c0_g1_i12.p1	TRINITY_GG_18432_c2_g2_i6.p1	A0A067R1G5|unreviewed|Hermansky-Pudlak
OG0003349	TRINITY_GG_12320_c0_g1_i8.p1	TRINITY_GG_27319_c1_g1_i16.p1	TRINITY_GG_7900_c0_g1_i4.p1	TRINITY_GG_5955_c1_g1_i3.p1	A0A067QHC8|unreviewed|MRP-S28
OG0003350	TRINITY_GG_12320_c1_g1_i3.p1	TRINITY_GG_27319_c2_g2_i3.p1	TRINITY_GG_7900_c2_g1_i5.p1	TRINITY_GG_5942_c0_g1_i44.p2	A0A067R3P4|unreviewed|39S
OG0003352	TRINITY_GG_12320_c3_g1_i1.p1	TRINITY_GG_27319_c5_g1_i2.p1	TRINITY_GG_7900_c5_g1_i2.p1	TRINITY_GG_5955_c3_g1_i1.p1	A0A067R0Y0|unreviewed|Uncharacterized
OG0003353	TRINITY_GG_12320_c7_g2_i1.p1	TRINITY_GG_27319_c15_g1_i1.p1	TRINITY_GG_7900_c6_g1_i1.p1	TRINITY_GG_5955_c19_g1_i1.p1	A0A067RKV7|unreviewed|Signal
OG0003355	TRINITY_GG_12322_c1_g1_i13.p1	TRINITY_GG_27323_c3_g1_i28.p1	TRINITY_GG_7901_c0_g1_i3.p1	TRINITY_GG_5948_c1_g1_i10.p1	A0A067RU08|unreviewed|RECA_2
OG0003356	TRINITY_GG_12322_c2_g1_i17.p1	TRINITY_GG_27323_c3_g3_i16.p1	TRINITY_GG_7901_c0_g2_i21.p1	TRINITY_GG_5948_c3_g1_i23.p1	A0A067QVK7|unreviewed|Otopetrin-3|taxID_136037
OG0003357	TRINITY_GG_12327_c0_g2_i3.p1	TRINITY_GG_21448_c0_g1_i6.p1	TRINITY_GG_20565_c0_g1_i6.p1	TRINITY_GG_20149_c0_g1_i3.p1	A0A067R545|unreviewed|DNTTIP1_dimer
OG0003358	TRINITY_GG_12337_c2_g1_i41.p1	TRINITY_GG_24209_c1_g1_i26.p1	TRINITY_GG_15959_c2_g1_i4.p1	TRINITY_GG_13144_c0_g1_i16.p1	A0A067RT48|unreviewed|Protein
OG0003359	TRINITY_GG_12337_c6_g1_i1.p1	TRINITY_GG_24209_c44_g1_i1.p1	TRINITY_GG_15959_c3_g1_i1.p1	TRINITY_GG_13144_c2_g1_i1.p1	A0A067RC73|unreviewed|Prenylcys_lyase
OG0003360	TRINITY_GG_12356_c0_g1_i10.p1	TRINITY_GG_16672_c0_g1_i10.p1	TRINITY_GG_12761_c0_g1_i4.p1	TRINITY_GG_13979_c0_g1_i17.p1	A0A067QZ66|unreviewed|Methionine--tRNA
OG0003361	TRINITY_GG_12356_c3_g2_i1.p1	TRINITY_GG_16670_c0_g1_i2.p1	TRINITY_GG_12762_c1_g1_i2.p1	TRINITY_GG_13978_c1_g1_i1.p1	A0A067QWW4|unreviewed|Amyloid
OG0003362	TRINITY_GG_12359_c0_g1_i38.p1	TRINITY_GG_2696_c0_g1_i60.p1	TRINITY_GG_32517_c0_g1_i14.p1	TRINITY_GG_11678_c0_g1_i37.p1	A0A067QND0|unreviewed|tRNA
OG0003363	TRINITY_GG_12359_c0_g1_i38.p2	TRINITY_GG_2696_c0_g1_i60.p2	TRINITY_GG_32517_c0_g1_i14.p2	TRINITY_GG_11678_c0_g1_i37.p3	A0A067QKX7|unreviewed|Coiled-coil
OG0003364	TRINITY_GG_12359_c1_g1_i46.p2	TRINITY_GG_2696_c1_g1_i9.p1	TRINITY_GG_32517_c1_g1_i10.p1	TRINITY_GG_11678_c1_g2_i2.p2	A0A067RPC4|unreviewed|Proteasome
OG0003365	TRINITY_GG_12388_c0_g1_i2.p1	TRINITY_GG_7095_c0_g1_i4.p1	TRINITY_GG_23855_c0_g1_i3.p1	TRINITY_GG_17030_c0_g1_i6.p1	A0A067R6M6|unreviewed|Tumor
OG0003366	TRINITY_GG_12389_c0_g1_i1.p1	TRINITY_GG_7097_c0_g1_i11.p1	TRINITY_GG_23858_c1_g1_i22.p1	TRINITY_GG_17029_c0_g1_i12.p1	A0A067R4X1|unreviewed|Non-specific
OG0003367	TRINITY_GG_12389_c15_g1_i2.p1	TRINITY_GG_7096_c3_g3_i9.p1	TRINITY_GG_23858_c3_g1_i2.p1	TRINITY_GG_17028_c0_g1_i13.p1	A0A067QLW4|unreviewed|EGF-like
OG0003368	TRINITY_GG_12389_c1_g1_i8.p1	TRINITY_GG_7096_c0_g1_i7.p1	TRINITY_GG_23858_c2_g1_i8.p1	TRINITY_GG_17029_c1_g1_i10.p1	A0A067RBT6|unreviewed|PseudoU_synth_2
OG0003370	TRINITY_GG_1238_c1_g1_i37.p1	TRINITY_GG_19936_c0_g1_i9.p1	TRINITY_GG_29583_c0_g1_i6.p1	TRINITY_GG_35707_c0_g1_i21.p1	A0A067R4M1|unreviewed|Serine/threonine-protein
OG0003371	TRINITY_GG_1238_c1_g1_i37.p2	TRINITY_GG_19936_c5_g1_i1.p1	TRINITY_GG_29583_c0_g1_i6.p2	TRINITY_GG_35707_c0_g1_i21.p2	A0A067RJU5|unreviewed|EF-hand
OG0003372	TRINITY_GG_12392_c0_g1_i8.p1	TRINITY_GG_7098_c0_g1_i2.p1	TRINITY_GG_23858_c0_g1_i4.p1	TRINITY_GG_17031_c0_g1_i1.p1	A0A067RI56|unreviewed|Uncharacterized
OG0003373	TRINITY_GG_12400_c0_g1_i12.p1	TRINITY_GG_33274_c0_g1_i4.p1	TRINITY_GG_11704_c0_g1_i10.p1	TRINITY_GG_18746_c0_g2_i5.p1	A0A067RA00|unreviewed|Carnitine
OG0003374	TRINITY_GG_12400_c6_g4_i1.p1	TRINITY_GG_33274_c2_g1_i5.p1	TRINITY_GG_11704_c1_g1_i1.p1	TRINITY_GG_18746_c1_g3_i2.p1	A0A067RB20|unreviewed|Protein
OG0003375	TRINITY_GG_12401_c1_g1_i1.p1	TRINITY_GG_33274_c3_g1_i10.p1	TRINITY_GG_11705_c2_g1_i2.p1	TRINITY_GG_18747_c1_g1_i1.p1	A0A067QMK4|unreviewed|Metal
OG0003376	TRINITY_GG_12402_c0_g1_i1.p1	TRINITY_GG_19358_c0_g2_i2.p1	TRINITY_GG_31412_c1_g1_i2.p1	TRINITY_GG_5288_c0_g1_i4.p1	A0A067QXJ2|unreviewed|Lipase
OG0003377	TRINITY_GG_12406_c1_g1_i2.p1	TRINITY_GG_19361_c0_g2_i1.p1	TRINITY_GG_31408_c1_g1_i3.p1	TRINITY_GG_5282_c1_g1_i1.p1	A0A067R1M8|unreviewed|RING-type
OG0003378	TRINITY_GG_12408_c0_g2_i1.p1	TRINITY_GG_19361_c2_g1_i4.p1	TRINITY_GG_31412_c0_g1_i3.p1	TRINITY_GG_5282_c2_g1_i2.p1	A0A067RCH2|unreviewed|alpha-1_2-Mannosidase|taxID_136037
OG0003381	TRINITY_GG_12436_c0_g1_i3.p1	TRINITY_GG_28106_c0_g1_i3.p1	TRINITY_GG_28381_c0_g1_i19.p1	TRINITY_GG_26739_c0_g1_i5.p1	A0A067R9F4|unreviewed|Sodium
OG0003385	TRINITY_GG_12553_c2_g1_i2.p1	TRINITY_GG_19680_c2_g1_i3.p1	TRINITY_GG_25752_c1_g1_i3.p1	TRINITY_GG_27128_c6_g2_i2.p1	A0A067QYZ3|unreviewed|Cytochrome
OG0003386	TRINITY_GG_12558_c0_g1_i2.p1	TRINITY_GG_7953_c0_g1_i2.p1	TRINITY_GG_18782_c0_g1_i8.p1	TRINITY_GG_5492_c0_g1_i3.p1	A0A067REG8|unreviewed|Fam20C
OG0003387	TRINITY_GG_12558_c1_g1_i12.p1	TRINITY_GG_7955_c0_g2_i12.p1	TRINITY_GG_18781_c0_g1_i17.p1	TRINITY_GG_5492_c1_g1_i13.p1	A0A067RCF3|unreviewed|EF-hand
OG0003388	TRINITY_GG_12563_c0_g1_i13.p1	TRINITY_GG_32009_c0_g1_i6.p1	TRINITY_GG_15000_c0_g1_i10.p1	TRINITY_GG_32815_c0_g1_i1.p1	A0A067R0Q7|unreviewed|GON
OG0003389	TRINITY_GG_12577_c0_g1_i8.p1	TRINITY_GG_3972_c0_g1_i21.p1	TRINITY_GG_32192_c0_g1_i54.p1	TRINITY_GG_10355_c0_g1_i33.p1	A0A067RN75|unreviewed|Homeobox
OG0003390	TRINITY_GG_12581_c17_g3_i5.p1	TRINITY_GG_3973_c10_g1_i2.p1	TRINITY_GG_32194_c7_g1_i4.p1	TRINITY_GG_10361_c3_g1_i1.p1	A0A067RRK1|unreviewed|Protein
OG0003391	TRINITY_GG_12581_c1_g1_i4.p1	TRINITY_GG_3973_c4_g1_i1.p1	TRINITY_GG_32194_c4_g1_i4.p1	TRINITY_GG_10361_c2_g1_i1.p1	A0A067QNN3|unreviewed|Peptidyl-prolyl
OG0003392	TRINITY_GG_12581_c2_g1_i19.p1	TRINITY_GG_3973_c3_g1_i9.p1	TRINITY_GG_32194_c0_g1_i3.p1	TRINITY_GG_10342_c0_g1_i65.p1	A0A067RKU6|unreviewed|Calcium-transporting
OG0003393	TRINITY_GG_12581_c2_g1_i19.p2	TRINITY_GG_3973_c3_g1_i9.p2	TRINITY_GG_32194_c0_g1_i3.p2	TRINITY_GG_10342_c0_g1_i65.p2	A0A067RDJ0|unreviewed|GRIP
OG0003394	TRINITY_GG_12581_c2_g1_i19.p5	TRINITY_GG_3973_c3_g1_i9.p5	TRINITY_GG_32194_c0_g1_i3.p5	TRINITY_GG_10342_c0_g1_i65.p4	A0A067RKU9|unreviewed|Anamorsin
OG0003395	TRINITY_GG_12581_c4_g1_i4.p1	TRINITY_GG_3973_c2_g1_i15.p1	TRINITY_GG_32194_c3_g1_i1.p1	TRINITY_GG_10342_c1_g1_i9.p1	A0A067RNC6|unreviewed|C2H2-type
OG0003396	TRINITY_GG_12581_c5_g1_i4.p1	TRINITY_GG_3973_c5_g1_i7.p1	TRINITY_GG_32194_c5_g1_i1.p1	TRINITY_GG_10361_c0_g1_i7.p1	A0A067RDX3|unreviewed|Endosome-associated-trafficking
OG0003397	TRINITY_GG_12583_c0_g1_i2.p1	TRINITY_GG_3990_c1_g1_i19.p1	TRINITY_GG_32188_c4_g1_i6.p1	TRINITY_GG_10354_c1_g1_i1.p1	A0A067QQN2|unreviewed|Ribosomal
OG0003398	TRINITY_GG_12588_c1_g1_i1.p1	TRINITY_GG_3990_c3_g1_i6.p1	TRINITY_GG_32188_c3_g1_i2.p1	TRINITY_GG_10354_c4_g1_i2.p1	A0A067RND0|unreviewed|GH16
OG0003399	TRINITY_GG_12594_c0_g1_i1.p1	TRINITY_GG_10422_c0_g1_i3.p1	TRINITY_GG_4500_c0_g1_i2.p1	TRINITY_GG_16485_c0_g1_i1.p1	A0A067R0M8|unreviewed|Caspase-1|taxID_136037
OG0003400	TRINITY_GG_12594_c1_g1_i89.p1	TRINITY_GG_10422_c1_g1_i52.p1	TRINITY_GG_4500_c4_g1_i6.p1	TRINITY_GG_16485_c1_g1_i71.p1	A0A067QPB5|unreviewed|U-box
OG0003401	TRINITY_GG_12594_c3_g1_i1.p1	TRINITY_GG_10422_c2_g1_i3.p1	TRINITY_GG_4500_c3_g3_i2.p1	TRINITY_GG_16485_c8_g2_i1.p1	A0A067QPX8|unreviewed|Tumor
OG0003402	TRINITY_GG_12594_c7_g1_i2.p1	TRINITY_GG_10422_c3_g2_i1.p2	TRINITY_GG_4500_c5_g1_i1.p1	TRINITY_GG_16485_c4_g1_i2.p1	A0A067QQZ7|unreviewed|BolA-like
OG0003403	TRINITY_GG_125_c1_g1_i7.p1	TRINITY_GG_12588_c1_g1_i7.p1	TRINITY_GG_34363_c5_g2_i5.p1	TRINITY_GG_21244_c5_g1_i7.p1	A0A067QGM9|unreviewed|Polypeptide
OG0003404	TRINITY_GG_12601_c0_g1_i80.p1	TRINITY_GG_2716_c0_g1_i18.p1	TRINITY_GG_32462_c0_g1_i28.p1	TRINITY_GG_23504_c0_g1_i14.p1	A0A067R4Z7|unreviewed|Zinc
OG0003405	TRINITY_GG_12601_c1_g1_i6.p1	TRINITY_GG_2716_c1_g1_i4.p1	TRINITY_GG_32462_c1_g1_i46.p1	TRINITY_GG_23504_c1_g1_i6.p1	A0A067QPY6|unreviewed|Putative
OG0003408	TRINITY_GG_12640_c1_g1_i10.p1	TRINITY_GG_19058_c0_g1_i4.p1	TRINITY_GG_6006_c5_g1_i14.p1	TRINITY_GG_11362_c0_g2_i2.p1	A0A067R7U7|unreviewed|GP-PDE
OG0003409	TRINITY_GG_12640_c3_g1_i2.p1	TRINITY_GG_19060_c1_g1_i17.p1	TRINITY_GG_6006_c2_g1_i25.p1	TRINITY_GG_11364_c3_g1_i1.p1	A0A067QY42|unreviewed|Histone-lysine
OG0003410	TRINITY_GG_12640_c4_g1_i2.p1	TRINITY_GG_19060_c1_g1_i17.p2	TRINITY_GG_6006_c2_g1_i25.p2	TRINITY_GG_11364_c5_g1_i26.p1	A0A067R6V8|unreviewed|Omp85
OG0003411	TRINITY_GG_12640_c7_g1_i1.p1	TRINITY_GG_19058_c0_g1_i4.p2	TRINITY_GG_6006_c56_g1_i1.p1	TRINITY_GG_11362_c1_g1_i1.p1	A0A067R1F2|unreviewed|3-hydroxyacyl-CoA
OG0003412	TRINITY_GG_12640_c9_g2_i1.p1	TRINITY_GG_19060_c3_g1_i1.p1	TRINITY_GG_6006_c4_g2_i4.p1	TRINITY_GG_11364_c2_g1_i1.p1	A0A067RIM0|unreviewed|PRA1
OG0003413	TRINITY_GG_12641_c1_g1_i1.p1	TRINITY_GG_19058_c3_g1_i1.p1	TRINITY_GG_6006_c3_g1_i2.p1	TRINITY_GG_11362_c2_g1_i4.p1	A0A067QVZ0|unreviewed|Noggin-3|taxID_136037
OG0003415	TRINITY_GG_1269_c0_g1_i4.p2	TRINITY_GG_1515_c2_g1_i5.p2	TRINITY_GG_352_c2_g1_i5.p2	TRINITY_GG_35010_c1_g1_i8.p2	A0A067RCR2|unreviewed|Uncharacterized
OG0003416	TRINITY_GG_1269_c0_g1_i4.p1	TRINITY_GG_1515_c2_g1_i5.p1	TRINITY_GG_352_c2_g1_i5.p1	TRINITY_GG_35010_c1_g1_i8.p1	A0A067RA58|unreviewed|General
OG0003417	TRINITY_GG_1271_c0_g1_i6.p1	TRINITY_GG_21745_c1_g3_i2.p1	TRINITY_GG_35151_c0_g1_i5.p1	TRINITY_GG_15715_c2_g2_i4.p1	A0A067RBC2|unreviewed|Vacuolar
OG0003418	TRINITY_GG_12725_c0_g2_i3.p1	TRINITY_GG_1886_c2_g1_i3.p1	TRINITY_GG_34747_c1_g1_i2.p1	TRINITY_GG_28361_c0_g1_i5.p1	A0A067RC00|unreviewed|Ankyrin
OG0003419	TRINITY_GG_12734_c0_g1_i4.p1	TRINITY_GG_21930_c0_g1_i4.p1	TRINITY_GG_1638_c0_g1_i2.p1	TRINITY_GG_26811_c0_g1_i4.p1	A0A067QR42|unreviewed|Calsyntenin-1|taxID_136037
OG0003421	TRINITY_GG_12763_c0_g1_i28.p1	TRINITY_GG_17499_c0_g1_i34.p1	TRINITY_GG_34332_c0_g1_i2.p1	TRINITY_GG_9884_c0_g1_i80.p1	A0A067RJS0|unreviewed|Alpha_alpha-trehalose-phosphate
OG0003422	TRINITY_GG_12769_c1_g1_i1.p1	TRINITY_GG_17493_c2_g1_i1.p1	TRINITY_GG_34333_c0_g1_i1.p1	TRINITY_GG_9880_c0_g1_i1.p1	A0A067RQX8|unreviewed|Inhibitor
OG0003423	TRINITY_GG_12778_c2_g1_i8.p1	TRINITY_GG_2657_c2_g1_i3.p1	TRINITY_GG_1102_c13_g3_i3.p1	TRINITY_GG_27359_c26_g1_i1.p1	A0A067RC40|unreviewed|Serendipity
OG0003424	TRINITY_GG_12779_c0_g1_i5.p2	TRINITY_GG_2648_c0_g1_i6.p2	TRINITY_GG_1102_c2_g1_i2.p2	TRINITY_GG_27359_c0_g1_i1.p2	A0A067R037|unreviewed|Leucine
OG0003425	TRINITY_GG_12779_c1_g1_i3.p1	TRINITY_GG_2648_c1_g2_i7.p1	TRINITY_GG_1102_c4_g1_i1.p1	TRINITY_GG_27359_c15_g1_i5.p1	A0A067RBX6|unreviewed|Uncharacterized
OG0003426	TRINITY_GG_12779_c2_g1_i1.p1	TRINITY_GG_2648_c2_g2_i2.p1	TRINITY_GG_1102_c11_g1_i1.p1	TRINITY_GG_27359_c3_g1_i4.p1	A0A067QPN7|unreviewed|Cathepsin
OG0003427	TRINITY_GG_12780_c0_g1_i2.p1	TRINITY_GG_2664_c0_g1_i2.p1	TRINITY_GG_1102_c6_g1_i2.p1	TRINITY_GG_27364_c0_g1_i8.p1	A0A067R7F4|unreviewed|Acylaminoacyl-peptidase|taxID_136037
OG0003429	TRINITY_GG_12783_c0_g1_i18.p1	TRINITY_GG_2651_c0_g1_i4.p1	TRINITY_GG_1102_c1_g1_i8.p1	TRINITY_GG_27366_c1_g1_i2.p1	A0A067R042|unreviewed|Nucleolar
OG0003430	TRINITY_GG_12783_c2_g1_i20.p1	TRINITY_GG_2663_c1_g1_i2.p1	TRINITY_GG_1102_c3_g3_i25.p2	TRINITY_GG_27366_c0_g1_i23.p1	A0A067QXR0|unreviewed|RNA-binding
OG0003431	TRINITY_GG_12787_c0_g1_i14.p4	TRINITY_GG_8890_c2_g1_i48.p3	TRINITY_GG_23256_c0_g1_i11.p4	TRINITY_GG_30034_c0_g1_i58.p3	A0A067RDT8|unreviewed|Glyoxalase
OG0003432	TRINITY_GG_12787_c0_g1_i14.p2	TRINITY_GG_8890_c3_g1_i6.p1	TRINITY_GG_23256_c0_g1_i11.p1	TRINITY_GG_30034_c3_g1_i4.p1	A0A067QHE4|unreviewed|T-complex
OG0003433	TRINITY_GG_12787_c0_g1_i14.p3	TRINITY_GG_8890_c2_g1_i48.p2	TRINITY_GG_23256_c0_g1_i11.p3	TRINITY_GG_30034_c0_g1_i58.p2	A0A067RQB2|unreviewed|SpoU_methylase
OG0003434	TRINITY_GG_12801_c0_g1_i24.p1	TRINITY_GG_28013_c0_g1_i4.p1	TRINITY_GG_4966_c0_g1_i24.p1	TRINITY_GG_15184_c0_g1_i18.p1	A0A067QZR4|unreviewed|Insulin
OG0003435	TRINITY_GG_12801_c2_g1_i1.p1	TRINITY_GG_28013_c1_g2_i2.p1	TRINITY_GG_4966_c2_g1_i1.p1	TRINITY_GG_15184_c1_g1_i1.p1	A0A067R8J4|unreviewed|TAFII28
OG0003436	TRINITY_GG_1280_c0_g1_i6.p1	TRINITY_GG_21579_c1_g1_i2.p1	TRINITY_GG_16012_c0_g1_i2.p1	TRINITY_GG_13504_c0_g1_i9.p2	A0A067QKY9|unreviewed|Transmembrane
OG0003437	TRINITY_GG_1280_c1_g1_i3.p1	TRINITY_GG_21579_c10_g1_i1.p1	TRINITY_GG_16012_c1_g1_i2.p1	TRINITY_GG_13504_c0_g2_i8.p1	A0A067R7Z4|unreviewed|N-acetyltransferase
OG0003438	TRINITY_GG_1280_c8_g1_i1.p1	TRINITY_GG_21579_c9_g1_i1.p1	TRINITY_GG_16011_c0_g1_i2.p1	TRINITY_GG_13504_c2_g2_i3.p1	A0A067QT16|unreviewed|Uncharacterized
OG0003440	TRINITY_GG_1282_c0_g1_i14.p1	TRINITY_GG_21578_c0_g1_i6.p1	TRINITY_GG_16014_c0_g1_i27.p1	TRINITY_GG_13504_c1_g1_i13.p1	A0A067QRS4|unreviewed|MFS_1_like
OG0003441	TRINITY_GG_1283_c0_g1_i7.p1	TRINITY_GG_21578_c1_g2_i4.p1	TRINITY_GG_16010_c0_g1_i1.p1	TRINITY_GG_13504_c3_g1_i7.p1	A0A067QPN9|unreviewed|Protein
OG0003443	TRINITY_GG_1284_c2_g1_i17.p2	TRINITY_GG_21579_c5_g1_i11.p1	TRINITY_GG_16013_c2_g1_i18.p2	TRINITY_GG_13505_c2_g1_i10.p2	A0A067RQW7|unreviewed|Ras
OG0003444	TRINITY_GG_1284_c5_g3_i2.p1	TRINITY_GG_21579_c3_g1_i1.p1	TRINITY_GG_16013_c5_g1_i1.p1	TRINITY_GG_13505_c1_g1_i6.p1	A0A067RRK8|unreviewed|Putative
OG0003446	TRINITY_GG_1284_c6_g2_i3.p1	TRINITY_GG_21579_c6_g5_i2.p1	TRINITY_GG_16013_c4_g1_i9.p1	TRINITY_GG_13505_c5_g2_i1.p1	A0A067QIH5|unreviewed|LIM
OG0003447	TRINITY_GG_12856_c0_g1_i16.p1	TRINITY_GG_6462_c0_g1_i10.p3	TRINITY_GG_145_c0_g1_i29.p1	TRINITY_GG_7462_c0_g1_i28.p1	A0A067RU69|unreviewed|Proteasomal
OG0003448	TRINITY_GG_12856_c1_g1_i7.p1	TRINITY_GG_6458_c0_g1_i3.p1	TRINITY_GG_141_c0_g1_i8.p1	TRINITY_GG_7462_c1_g1_i6.p1	A0A067RHP7|unreviewed|Ribosome
