Orthogroup	sampleA	sampleB	baseMeanA	baseMeanB	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Transcript	Scaffold	Start	Stop	Direction
OG0003866	NEOSPISA	SPISA	104.1801109	111.0835932	107.401736	-0.092120273	0.1453165	-0.633928517	0.526127474	0.657964676	TRINITY_GG_13120_c0_g1_i5.p3	Lko057S004597	14293	15804	+
OG0003868	NEOSPISA	SPISA	3.053894335	4.980804598	3.953119125	-0.731862698	0.77069855	-0.949609544	0.342310687	0.485060441	TRINITY_GG_13130_c2_g1_i1.p1	Lko057C109843	142	245	+
OG0003869	NEOSPISA	SPISA	20.41864722	23.80157381	21.9973463	-0.219033399	0.286394254	-0.764796767	0.444392574	0.585550427	TRINITY_GG_13131_c0_g1_i4.p1	Lko057S006466	37291	52674	-
OG0003870	NEOSPISA	SPISA	610.3347275	634.6943496	621.7025512	-0.05796583	0.105028798	-0.551904154	0.581014023	0.706034027	TRINITY_GG_13134_c0_g1_i7.p1	Lko057S004728	28239	58441	-
OG0003871	NEOSPISA	SPISA	193.6625355	243.3331278	216.8421453	-0.329821734	0.13625791	-2.420569447	0.015496219	0.043949189	TRINITY_GG_13138_c0_g1_i2.p1	Lko057S001378	1888521	1889875	+
OG0003872	NEOSPISA	SPISA	21.99279318	11.27538005	16.99133372	0.948144569	0.35938566	2.638237062	0.00833383	0.026206381	TRINITY_GG_13184_c0_g1_i1.p1	Lko057C020512	6	132	-
OG0003873	NEOSPISA	SPISA	110.2349398	307.397889	202.2443161	-1.477165442	0.179214353	-8.242450528	1.69E-16	2.66E-15	TRINITY_GG_13201_c0_g3_i2.p1	Lko057S001925	476592	485615	-
OG0003874	NEOSPISA	SPISA	19.16539158	12.52750195	16.06770975	0.600973344	0.269820541	2.227307607	0.025926722	0.066748696	TRINITY_GG_13201_c1_g1_i1.p1	Lko057S001925	582912	594498	-
OG0003875	NEOSPISA	SPISA	6.260371457	18.36232938	11.90795182	-1.579777069	0.37663539	-4.194446702	2.74E-05	1.57E-04	TRINITY_GG_13201_c2_g1_i8.p2	Lko057S001925	447257	469941	-
OG0003876	NEOSPISA	SPISA	2606.15117	2636.425697	2620.279282	-0.016652433	0.12218709	-0.136286351	0.891594914	0.932135118	TRINITY_GG_13201_c2_g1_i8.p1	Lko057S001925	470620	474778	+
OG0003877	NEOSPISA	SPISA	946.0899369	912.6828657	930.4999704	0.05118671	0.062012337	0.825427857	0.409128725	0.552890582	TRINITY_GG_13201_c3_g1_i1.p1	Lko057S001925	420054	428099	-
OG0003878	NEOSPISA	SPISA	64.84112148	64.99335545	64.912164	-2.55E-04	0.14962712	-0.00170681	0.998638163	0.999362564	TRINITY_GG_13201_c4_g1_i3.p1	Lko057S001925	598112	608290	-
OG0003879	NEOSPISA	SPISA	19.77863232	27.97202391	23.60221507	-0.49730525	0.247188699	-2.011844603	0.04423632	0.102174156	TRINITY_GG_13201_c5_g1_i2.p1	Lko057S001925	641559	644861	-
OG0003880	NEOSPISA	SPISA	45.52008195	1546.506499	745.9804099	-5.085413525	0.156898762	-32.41206912	1.86E-230	1.79E-226	TRINITY_GG_13204_c0_g1_i4.p1	Lko057S001925	398670	412698	-
OG0003881	NEOSPISA	SPISA	52.64864417	86.34049197	68.37150648	-0.705292826	0.186539235	-3.780935563	1.56E-04	7.86E-04	TRINITY_GG_13213_c0_g1_i1.p1	Lko057S000492	23030	47011	+
OG0003882	NEOSPISA	SPISA	47.52008997	150.9238725	95.77518847	-1.673875122	0.180737521	-9.261359312	2.02E-20	3.97E-19	TRINITY_GG_13214_c0_g1_i5.p1	Lko057S000492	255099	320764	-
OG0003883	NEOSPISA	SPISA	16.70988309	19.35314521	17.94340541	-0.208305195	0.252712645	-0.824276898	0.409782242	0.553463932	TRINITY_GG_13214_c1_g1_i8.p1	Lko057S000492	130646	163699	-
OG0003884	NEOSPISA	SPISA	7.841162244	8.783414044	8.280879751	-0.128256554	0.419694838	-0.305594787	0.75991319	0.844909582	TRINITY_GG_13214_c3_g1_i7.p1	Lko057S000492	55443	376701	+
OG0003885	NEOSPISA	SPISA	129.7763011	116.7242593	123.6853483	0.147348991	0.156912072	0.939054525	0.347702751	0.490757887	TRINITY_GG_13214_c4_g2_i2.p1	Lko057S000492	412045	447035	+
OG0003886	NEOSPISA	SPISA	137.3742575	147.5952679	142.1440624	-0.104633339	0.121339347	-0.862319946	0.38851148	0.532102589	TRINITY_GG_13214_c5_g1_i2.p1	Lko057S000492	452709	454294	+
OG0003888	NEOSPISA	SPISA	139.3636194	161.2094557	149.558343	-0.209278158	0.15709647	-1.332163343	0.182806519	0.305660886	TRINITY_GG_13242_c0_g1_i10.p1	Lko057S002399	996613	1092506	-
OG0003889	NEOSPISA	SPISA	756.4663326	938.0761903	841.2175995	-0.309652896	0.145735251	-2.124763185	0.033606378	0.082202835	TRINITY_GG_13242_c1_g1_i2.p3	Lko057S002399	1133938	1134322	+
OG0003890	NEOSPISA	SPISA	155.2794131	174.0353481	164.0321828	-0.167543198	0.099500901	-1.683835993	0.092213369	0.182107261	TRINITY_GG_13242_c3_g1_i7.p1	Lko057S002399	1147764	1161957	+
OG0003891	NEOSPISA	SPISA	664.4953347	649.7070721	657.5941455	0.031669615	0.125926085	0.251493686	0.801432443	0.87421587	TRINITY_GG_13244_c0_g1_i2.p1	Lko057S002399	179172	311771	+
OG0003892	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRINITY_GG_13252_c2_g1_i2.p1	Lko057S002399	1218450	1218718	-
OG0003893	NEOSPISA	SPISA	405.3427115	453.7028287	427.9107662	-0.161879688	0.135239442	-1.196985771	0.231312101	0.364401461	TRINITY_GG_13254_c0_g1_i28.p1	Lko057S000664	937252	945057	+
OG0003894	NEOSPISA	SPISA	17.5516661	12.07443299	14.99562398	0.533916601	0.345244664	1.54648763	0.121986845	0.225956935	TRINITY_GG_13254_c1_g1_i10.p3	Lko057S000664	842575	845020	+
OG0003895	NEOSPISA	SPISA	808.9937704	744.6721971	778.9770362	0.119392823	0.123696544	0.965207427	0.334440928	0.47734201	TRINITY_GG_13254_c1_g1_i10.p1	Lko057S000664	811348	840114	-
OG0003896	NEOSPISA	SPISA	227.1222347	48.06126412	143.5604484	2.240320395	0.174579879	12.83263807	1.08E-37	4.42E-36	TRINITY_GG_13254_c1_g1_i10.p2	Lko057S000664	845029	862327	+
OG0003897	NEOSPISA	SPISA	5.499679357	4.593307056	5.076705616	0.273644436	0.604471958	0.452699968	0.650764802	0.763044645	TRINITY_GG_13254_c4_g1_i14.p1	Lko057S000664	796251	808440	-
OG0003898	NEOSPISA	SPISA	197.4056358	207.7599268	202.2376383	-0.075457487	0.212958558	-0.354329443	0.723092005	0.819258681	TRINITY_GG_13257_c0_g1_i19.p1	Lko057S000664	397725	411404	-
OG0003899	NEOSPISA	SPISA	1729.52816	1454.590152	1601.223756	0.249789704	0.126216999	1.979049623	0.04781042	0.108464909	TRINITY_GG_13257_c10_g1_i19.p1	Lko057S000664	507920	549817	+
OG0003900	NEOSPISA	SPISA	614.5447403	443.254374	534.609236	0.471895895	0.118387577	3.986025446	6.72E-05	3.60E-04	TRINITY_GG_13257_c1_g1_i42.p1	Lko057S000664	671480	679638	+
OG0003901	NEOSPISA	SPISA	4459.757616	8868.176126	6517.019587	-0.99190427	0.099628861	-9.955993277	2.37E-23	5.50E-22	TRINITY_GG_13257_c2_g1_i39.p1	Lko057S000664	224655	245333	-
OG0003903	NEOSPISA	SPISA	1329.59047	1666.658325	1486.888802	-0.326622648	0.087378921	-3.738002751	1.85E-04	9.20E-04	TRINITY_GG_13257_c3_g1_i2.p1	Lko057S000664	719733	733188	+
OG0003904	NEOSPISA	SPISA	37.94765912	97.76227725	65.86114758	-1.37704217	0.186932448	-7.366522962	1.75E-13	2.26E-12	TRINITY_GG_13257_c5_g1_i7.p1	Lko057S000664	202505	209584	+
OG0003905	NEOSPISA	SPISA	112.2138889	112.4521365	112.3250711	-0.003654922	0.209091653	-0.017479999	0.986053689	0.99149526	TRINITY_GG_13262_c0_g1_i13.p1	Lko057S004072	19964	23171	-
OG0003906	NEOSPISA	SPISA	224.2292691	249.6291127	236.0825294	-0.153601143	0.196490794	-0.781721828	0.434378071	0.57644483	TRINITY_GG_13265_c0_g1_i3.p3	Lko057S004133	109928	110242	-
OG0003908	NEOSPISA	SPISA	2798.390689	2466.593046	2643.551789	0.182219754	0.088822999	2.05149292	0.040218968	0.094585463	TRINITY_GG_13265_c1_g1_i2.p1	Lko057S004133	79262	207073	+
OG0003909	NEOSPISA	SPISA	5.428407173	1.69897957	3.688007625	1.663642542	0.744542741	2.234448677	0.025453566	0.065811268	TRINITY_GG_13265_c1_g1_i2.p2	Lko057S004133	209404	222908	-
OG0003910	NEOSPISA	SPISA	11.26786507	15.52561327	13.25481423	-0.468121721	0.395409611	-1.183890599	0.236456372	0.370174844	TRINITY_GG_13265_c2_g1_i1.p1	Lko057S004133	237807	239769	-
OG0003911	NEOSPISA	SPISA	218.2714767	190.0367046	205.0952497	0.197419286	0.109880348	1.796675101	0.072387214	0.150688365	TRINITY_GG_13281_c0_g1_i14.p1	Lko057S002460	492011	499580	+
OG0003912	NEOSPISA	SPISA	3.74678383	4.581988576	4.136546045	-0.326687091	0.754882817	-0.432765303	0.665185283	0.774125606	TRINITY_GG_13281_c2_g1_i1.p1	Lko057S002460	520994	521344	+
OG0003913	NEOSPISA	SPISA	3.572045151	3.237472288	3.415911148	0.170187613	0.769142299	0.221269346	0.824882717	0.889657548	TRINITY_GG_13281_c4_g1_i2.p1	Lko057S002460	487376	487714	-
OG0003915	NEOSPISA	SPISA	158.8339023	165.2817925	161.8429177	-0.06136833	0.143137634	-0.428736512	0.668114986	0.776505767	TRINITY_GG_13288_c1_g1_i3.p1	Lko057S002816	48523	50679	+
OG0003917	NEOSPISA	SPISA	45.66467263	64.05506265	54.24685464	-0.483440456	0.248819708	-1.94293474	0.052024044	0.116268501	TRINITY_GG_13291_c0_g1_i4.p1	Lko057S003528	41211	73202	-
OG0003918	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRINITY_GG_13292_c12_g1_i1.p1	Lko057S002973	51082	51453	-
OG0003920	NEOSPISA	SPISA	290.8531492	381.0016298	332.9224402	-0.389195582	0.160679406	-2.422187078	0.015427406	0.043805487	TRINITY_GG_13292_c2_g1_i4.p1	Lko057S002973	44069	45961	-
OG0003921	NEOSPISA	SPISA	86.67565162	372.172506	219.907517	-2.098119651	0.168989492	-12.41568112	2.15E-35	8.27E-34	TRINITY_GG_13292_c4_g1_i1.p1	Lko057S002973	285996	289383	+
OG0003922	NEOSPISA	SPISA	39.58706767	59.48620634	48.87333238	-0.586871547	0.379040017	-1.548310259	0.121547616	0.225381207	TRINITY_GG_13292_c5_g1_i3.p1	Lko057S002973	17017	40243	-
OG0003923	NEOSPISA	SPISA	7.554026562	10.81964267	9.077980745	-0.50237291	0.46130335	-1.0890294	0.276140921	0.414340099	TRINITY_GG_13292_c6_g1_i2.p1	Lko057S002973	66087	95468	-
OG0003924	NEOSPISA	SPISA	77.10313	92.75201096	84.40594111	-0.259548103	0.194407931	-1.335069521	0.181853594	0.304700621	TRINITY_GG_13297_c0_g1_i1.p1	Lko057S002973	317970	327962	-
OG0003925	NEOSPISA	SPISA	12.61968089	10.86426478	11.8004867	0.193578537	0.396274494	0.48849608	0.625198502	0.742449615	TRINITY_GG_13303_c0_g1_i3.p1	Lko057S002857	42361	44423	+
OG0003926	NEOSPISA	SPISA	840.008634	825.2232293	833.1087785	0.026137813	0.161158604	0.162186888	0.871158685	0.919643779	TRINITY_GG_13305_c0_g1_i10.p1	Lko057S008352	108099	112647	+
OG0003927	NEOSPISA	SPISA	690.0447594	706.9967286	697.9556783	-0.034453119	0.187177362	-0.184066696	0.853961133	0.908465743	TRINITY_GG_13305_c2_g1_i1.p2	Lko057S008352	16777	17386	+
OG0003928	NEOSPISA	SPISA	3.603942978	6.117249055	4.776819147	-0.762028925	0.58114753	-1.311248667	0.189773765	0.313701686	TRINITY_GG_13307_c0_g1_i6.p2	Lko057S004275	29942	30327	+
OG0003929	NEOSPISA	SPISA	128.0824298	133.6705875	130.6902367	-0.060440522	0.17752667	-0.340458828	0.733511024	0.826482138	TRINITY_GG_13308_c0_g1_i1.p1	Lko057S004275	4579	10167	+
OG0003930	NEOSPISA	SPISA	69.28675645	76.81780529	72.80124591	-0.149131535	0.179167316	-0.832359036	0.405206317	0.548895694	TRINITY_GG_13311_c0_g1_i16.p1	Lko057S004290	724340	753881	-
OG0003931	NEOSPISA	SPISA	39.32478029	43.99708286	41.50518816	-0.161747642	0.222923738	-0.725573883	0.468100037	0.607515068	TRINITY_GG_13311_c0_g1_i16.p2	Lko057S004290	702342	712750	-
OG0003932	NEOSPISA	SPISA	25.48857995	18.29708377	22.1325484	0.483253519	0.2834084	1.705148887	0.08816666	0.175769082	TRINITY_GG_13314_c0_g1_i16.p1	Lko057S004290	88407	451859	-
OG0003933	NEOSPISA	SPISA	93.06511629	96.73214001	94.77639403	-0.052484257	0.159782192	-0.328473759	0.742553482	0.833043561	TRINITY_GG_13318_c0_g1_i3.p1	Lko057S004484	226059	227564	+
OG0003934	NEOSPISA	SPISA	65.01574314	90.96032244	77.12321348	-0.485161025	0.222667171	-2.178861948	0.029341925	0.07382881	TRINITY_GG_13318_c1_g1_i13.p1	Lko057S004484	8349	45190	-
OG0003935	NEOSPISA	SPISA	12108.29254	5949.177808	9234.038999	1.02520643	0.377747331	2.714000461	0.006647607	0.021585724	TRINITY_GG_13327_c0_g2_i61.p1	Lko057S004832	655343	672224	-
OG0003936	NEOSPISA	SPISA	64.81293792	76.74854096	70.38288601	-0.242275002	0.181668893	-1.333607521	0.182332517	0.305267877	TRINITY_GG_13327_c2_g1_i1.p1	Lko057S004832	760611	781384	-
OG0003937	NEOSPISA	SPISA	20.93047365	23.57546478	22.16480284	-0.180436593	0.265368173	-0.679948132	0.496537304	0.632426898	TRINITY_GG_13327_c3_g1_i15.p1	Lko057S004832	897003	902656	+
OG0003938	NEOSPISA	SPISA	2053.965699	1442.745865	1768.729776	0.50969074	0.134886298	3.778669488	1.58E-04	7.92E-04	TRINITY_GG_13335_c0_g1_i1.p1	Lko057S005336	915	2671	-
OG0003939	NEOSPISA	SPISA	1360.773563	3729.447644	2466.154801	-1.455176234	0.100166487	-14.52757576	8.10E-48	4.55E-46	TRINITY_GG_13337_c0_g1_i118.p2	Lko057S005654	137089	147212	+
OG0003940	NEOSPISA	SPISA	288.2954932	493.2745357	383.9523797	-0.778693809	0.08294012	-9.388626503	6.08E-21	1.23E-19	TRINITY_GG_13337_c1_g1_i15.p1	Lko057S005654	60318	100824	+
OG0003941	NEOSPISA	SPISA	12.38900589	11.28009118	11.87151236	0.129218296	0.449829886	0.287260362	0.77391297	0.854427524	TRINITY_GG_13337_c2_g1_i22.p1	Lko057S018813	10288	10364	+
OG0003942	NEOSPISA	SPISA	16.92365014	52.49980465	33.52585558	-1.638930133	0.715006529	-2.292189044	0.021894737	0.058204878	TRINITY_GG_13357_c0_g1_i9.p1	Lko057S007955	162998	171751	+
OG0003943	NEOSPISA	SPISA	627.9671815	564.1063288	598.1654503	0.15333249	0.121322347	1.263843749	0.206286115	0.334470284	TRINITY_GG_13366_c0_g1_i11.p1	Lko057S007823	9640	42463	-
OG0003944	NEOSPISA	SPISA	370.8978775	378.3682273	374.3840407	-0.032306445	0.086039524	-0.375483769	0.707300715	0.806909947	TRINITY_GG_13366_c1_g1_i4.p1	Lko057S007823	43459	63307	-
OG0003945	NEOSPISA	SPISA	19.03450236	22.44971536	20.62826843	-0.24442401	0.262673764	-0.930523116	0.352100301	0.494939244	TRINITY_GG_13366_c3_g2_i2.p1	Lko057S004073	924717	924824	+
OG0003946	NEOSPISA	SPISA	315.5706803	223.3568749	272.5375711	0.499373152	0.154537824	3.23139759	0.001231865	0.005013113	TRINITY_GG_13371_c0_g1_i1.p1	Lko057S014142	33486	41790	-
OG0003947	NEOSPISA	SPISA	21.23390308	20.17760138	20.74096229	0.079303859	0.251983935	0.314717916	0.75297584	0.840245862	TRINITY_GG_13376_c0_g1_i1.p1	Lko057S000778	1991	2111	+
OG0003948	NEOSPISA	SPISA	92.23049846	89.69099224	91.04539556	0.033266069	0.132486736	0.25108981	0.801744674	0.874358929	TRINITY_GG_133_c0_g1_i1.p1	Lko057S001809	31141	32436	+
OG0003949	NEOSPISA	SPISA	189.304141	294.8633925	238.565125	-0.6392888	0.268341159	-2.382373256	0.017201452	0.04783024	TRINITY_GG_13435_c0_g1_i3.p1	Lko057S000638	115770	141576	+
OG0003950	NEOSPISA	SPISA	113.756781	127.5122422	120.1759962	-0.167061027	0.182858889	-0.913606263	0.360923774	0.503385455	TRINITY_GG_13436_c0_g1_i148.p6	Lko057S000638	107698	108393	-
OG0003951	NEOSPISA	SPISA	969.2392453	1185.773183	1070.288416	-0.291387705	0.082879266	-3.515809413	4.38E-04	0.00198769	TRINITY_GG_13436_c0_g1_i148.p2	Lko057S000638	89997	102479	+
OG0003952	NEOSPISA	SPISA	59.94602884	66.61382676	63.05766787	-0.148565566	0.206146116	-0.720680888	0.471105874	0.609930209	TRINITY_GG_13436_c0_g1_i148.p8	Lko057S000638	109894	111381	+
OG0003953	NEOSPISA	SPISA	639.5789129	858.3851335	741.6884826	-0.423963752	0.154613186	-2.742093107	0.006104903	0.020080059	TRINITY_GG_13436_c0_g1_i148.p1	Lko057S000638	60034	81213	+
OG0003954	NEOSPISA	SPISA	249.7708494	345.9747896	294.6660215	-0.471580439	0.117153931	-4.02530614	5.69E-05	3.08E-04	TRINITY_GG_13436_c0_g1_i148.p3	Lko057S000638	81453	88373	-
OG0003955	NEOSPISA	SPISA	350.5921986	440.0378965	392.3335243	-0.327696708	0.778988204	-0.420669666	0.673996314	0.780242437	TRINITY_GG_13436_c1_g1_i13.p1	Lko057S000638	16156	31782	-
OG0003956	NEOSPISA	SPISA	268.6010744	179.8201907	227.1699954	0.577472368	0.149694919	3.857661774	1.14E-04	5.91E-04	TRINITY_GG_13436_c1_g1_i13.p2	Lko057S000638	23917	42055	+
OG0003957	NEOSPISA	SPISA	17.12880232	8.609757599	13.15324812	0.97364104	0.428606909	2.271641031	0.023108201	0.060706173	TRINITY_GG_13444_c0_g1_i1.p1	Lko057C125489	597	2266	-
OG0003958	NEOSPISA	SPISA	216.9107772	295.3528732	253.5170887	-0.445148296	0.382798483	-1.162878945	0.244878621	0.379581516	TRINITY_GG_13445_c0_g1_i1.p1	Lko057C122848	300	497	-
OG0003959	NEOSPISA	SPISA	1950.984807	1127.837887	1566.849578	0.791129422	0.165619724	4.77678265	1.78E-06	1.25E-05	TRINITY_GG_13448_c0_g1_i6.p1	Lko057S000154	50739	69155	+
OG0003960	NEOSPISA	SPISA	655.0943465	679.3023978	666.3914371	-0.053092553	0.106165101	-0.500094211	0.617008742	0.735504203	TRINITY_GG_13448_c2_g1_i3.p1	Lko057S000154	32849	50286	-
OG0003961	NEOSPISA	SPISA	18.77888328	27.93011521	23.04945818	-0.555099004	0.316245544	-1.755278499	0.079211682	0.16134723	TRINITY_GG_13451_c1_g1_i3.p1	Lko057S000204	5345	79136	-
OG0003962	NEOSPISA	SPISA	48.30853272	51.82009455	49.94726157	-0.093157224	0.173379001	-0.537303962	0.591057669	0.713302163	TRINITY_GG_13454_c0_g1_i7.p1	Lko057S000204	120424	122835	+
OG0003963	NEOSPISA	SPISA	115.731083	128.1308548	121.5176432	-0.153497311	0.16127289	-0.951786201	0.341205422	0.483921392	TRINITY_GG_13459_c0_g1_i8.p1	Lko057S000420	232298	259563	-
OG0003964	NEOSPISA	SPISA	885.3932013	618.1722555	760.6900933	0.517512075	0.11658728	4.438838243	9.04E-06	5.66E-05	TRINITY_GG_13459_c1_g1_i12.p2	Lko057S000420	303706	321679	-
OG0003965	NEOSPISA	SPISA	726.9185219	638.6379444	685.7209191	0.186906433	0.122571608	1.524875435	0.12729017	0.233154505	TRINITY_GG_13459_c2_g1_i6.p1	Lko057S000420	211921	213339	-
OG0003966	NEOSPISA	SPISA	629.2863425	585.6282124	608.9125485	0.104678604	0.172202805	0.607879785	0.543267208	0.672155227	TRINITY_GG_13459_c4_g1_i2.p1	Lko057S000420	198099	198560	+
OG0003967	NEOSPISA	SPISA	70.80962048	3.058441042	39.19240341	4.527407574	0.400480348	11.30494318	1.24E-29	3.79E-28	TRINITY_GG_13459_c5_g2_i1.p1	Lko057S000420	331362	365213	+
OG0003968	NEOSPISA	SPISA	9.664964987	12.35187281	10.91885531	-0.32557414	0.405402312	-0.803089007	0.421923291	0.565374807	TRINITY_GG_13462_c0_g1_i3.p1	Lko057S001289	120375	132825	-
OG0003969	NEOSPISA	SPISA	149.1487604	108.4947965	130.1769106	0.460527489	0.179662585	2.563291009	0.01036851	0.031536599	TRINITY_GG_13462_c3_g2_i9.p1	Lko057S001289	85662	86840	-
OG0003971	NEOSPISA	SPISA	449.8760508	589.383269	514.9794193	-0.38937498	0.177614951	-2.192242139	0.028362027	0.071944339	TRINITY_GG_13462_c7_g1_i1.p1	Lko057S001289	305557	306030	-
OG0003972	NEOSPISA	SPISA	1899.910898	1474.335222	1701.308916	0.365615165	0.134924378	2.709778393	0.006732818	0.021840383	TRINITY_GG_13463_c0_g2_i4.p1	Lko057S000915	44437	50709	+
OG0003973	NEOSPISA	SPISA	397.7961884	400.6620156	399.1335744	-0.012677482	0.106050041	-0.119542457	0.904845606	0.939757947	TRINITY_GG_13464_c1_g1_i1.p1	Lko057S000915	354650	365634	+
OG0003974	NEOSPISA	SPISA	51.52295328	48.77717079	50.24158812	0.072700932	0.310174058	0.234387534	0.814684136	0.883680186	TRINITY_GG_13465_c0_g1_i3.p1	Lko057S003731	1466	1649	-
OG0003975	NEOSPISA	SPISA	82.3339375	62.97673076	73.30057436	0.393818413	0.157847775	2.494925338	0.012598364	0.037137484	TRINITY_GG_13468_c1_g1_i2.p1	Lko057S000965	1021630	1106734	-
OG0003976	NEOSPISA	SPISA	529.1180071	661.8735469	591.0705923	-0.322239856	0.12063662	-2.671161187	0.007558934	0.024139096	TRINITY_GG_13470_c2_g2_i1.p1	Lko057S000965	948474	980954	-
OG0003977	NEOSPISA	SPISA	67.0669651	88.26506183	76.95941024	-0.402453306	0.166014943	-2.424199278	0.015342184	0.043614799	TRINITY_GG_13475_c0_g1_i3.p1	Lko057S006344	10457	10572	-
OG0003978	NEOSPISA	SPISA	455.2135017	387.2669736	423.5051219	0.2318934	0.092664068	2.502516949	0.012331372	0.036472913	TRINITY_GG_13482_c0_g1_i28.p1	Lko057S001470	195813	207756	+
OG0003979	NEOSPISA	SPISA	77.26205756	116.53093	95.58753139	-0.590739197	0.191113677	-3.091035688	0.001994597	0.007631466	TRINITY_GG_13488_c0_g1_i6.p1	Lko057S001752	106204	178649	-
OG0003981	NEOSPISA	SPISA	177.8335745	147.8273189	163.8306552	0.264992292	0.211778253	1.25127244	0.210835097	0.340019127	TRINITY_GG_134_c0_g1_i3.p1	Lko057S001809	49944	79155	+
OG0003982	NEOSPISA	SPISA	2511.368482	2090.423748	2314.927606	0.264782075	0.091149232	2.904929299	0.003673361	0.012987644	TRINITY_GG_134_c0_g1_i3.p2	Lko057S001809	47030	48829	-
OG0003983	NEOSPISA	SPISA	453.5700719	61.33617725	270.5275877	2.881825017	0.120334842	23.94838419	9.61E-127	4.03E-124	TRINITY_GG_134_c0_g1_i3.p3	Lko057S001809	94905	96356	-
OG0003984	NEOSPISA	SPISA	135.0283239	51.47756545	96.03796997	1.387250416	0.150531498	9.215681975	3.09E-20	6.07E-19	TRINITY_GG_134_c0_g1_i3.p4	Lko057S001809	88036	90362	+
OG0003985	NEOSPISA	SPISA	6.157163805	12.32461226	9.03530642	-1.026606261	0.419519484	-2.447100317	0.014401075	0.041427221	TRINITY_GG_134_c3_g1_i47.p1	Lko057S001809	100328	104259	-
OG0003986	NEOSPISA	SPISA	69.82577169	76.41065914	72.89871917	-0.13425657	0.33985672	-0.395038739	0.692814298	0.795825821	TRINITY_GG_134_c5_g2_i2.p1	Lko057S001809	454766	463135	-
OG0003987	NEOSPISA	SPISA	2.573106605	5.701634069	4.033086088	-1.135612812	0.641888695	-1.769174033	0.076864836	0.157664342	TRINITY_GG_134_c75_g1_i1.p1	Lko057S001809	391567	395397	-
OG0003988	NEOSPISA	SPISA	54.07540467	38.56848621	46.83884272	0.489553472	0.278264775	1.759308098	0.078525192	0.160389261	TRINITY_GG_134_c8_g1_i2.p1	Lko057S001809	423848	424776	-
OG0003989	NEOSPISA	SPISA	1.354627969	2.345252929	1.816919617	-0.836384802	0.974056175	-0.858661773	0.390527146	0.533652278	TRINITY_GG_134_c9_g1_i1.p1	Lko057S001809	396910	398400	+
OG0003990	NEOSPISA	SPISA	4860.859028	4071.766084	4492.615654	0.255371805	0.099479577	2.567077717	0.010255962	0.031282953	TRINITY_GG_13502_c0_g1_i83.p1	Lko057S001829	217796	224435	+
OG0003991	NEOSPISA	SPISA	51.28762453	55.5768494	53.2892628	-0.119314369	0.254630756	-0.468577993	0.639371311	0.753896062	TRINITY_GG_13502_c12_g1_i29.p3	Lko057S001829	97040	97963	+
OG0003992	NEOSPISA	SPISA	515.0329604	542.7157597	527.9516001	-0.075351218	0.112166964	-0.671777278	0.501725496	0.637229459	TRINITY_GG_13502_c12_g1_i29.p1	Lko057S001829	71244	84985	-
OG0003993	NEOSPISA	SPISA	123.1773725	495.119862	296.7505343	-2.009107166	0.121115378	-16.58837383	8.46E-62	7.63E-60	TRINITY_GG_13502_c1_g1_i4.p1	Lko057S001829	231148	235025	+
OG0003994	NEOSPISA	SPISA	98.21737948	83.90755372	91.5394608	0.232244845	0.153798126	1.510062908	0.131027373	0.238381941	TRINITY_GG_13502_c2_g1_i1.p1	Lko057S001829	117923	120108	+
OG0003995	NEOSPISA	SPISA	739.035159	608.5808302	678.1564722	0.280194568	0.067957011	4.12311493	3.74E-05	2.09E-04	TRINITY_GG_13502_c3_g1_i4.p2	Lko057S001829	132437	137774	+
OG0003996	NEOSPISA	SPISA	116.9243531	74.54838696	97.14890224	0.647239965	0.266777967	2.426137255	0.015260498	0.043472161	TRINITY_GG_13502_c3_g1_i4.p1	Lko057S001829	140346	143709	-
OG0003997	NEOSPISA	SPISA	1060.408131	218.2196174	667.3868245	2.278131875	0.139489563	16.3319164	5.85E-60	5.14E-58	TRINITY_GG_13502_c4_g1_i47.p1	Lko057S001829	155750	192487	+
OG0003998	NEOSPISA	SPISA	185.3037915	179.5125037	182.6011905	0.044865627	0.13650904	0.328664146	0.742409557	0.832978865	TRINITY_GG_13502_c4_g2_i2.p1	Lko057S001829	193087	200838	-
OG0003999	NEOSPISA	SPISA	148.2971361	157.7304059	152.6993287	-0.09133134	0.10173186	-0.897765361	0.369310655	0.51227133	TRINITY_GG_13502_c5_g1_i3.p1	Lko057S001829	123742	129536	-
OG0004000	NEOSPISA	SPISA	573.0427445	664.6845642	615.808927	-0.214345417	0.146445594	-1.463652209	0.143289	0.255101233	TRINITY_GG_13502_c6_g1_i10.p1	Lko057S001829	39418	63049	-
OG0004001	NEOSPISA	SPISA	311.634355	237.2706239	276.9312805	0.392136152	0.089140939	4.399057902	1.09E-05	6.70E-05	TRINITY_GG_13502_c8_g1_i1.p1	Lko057S001829	66584	69642	+
OG0004002	NEOSPISA	SPISA	53.46704026	55.00425252	54.18440598	-0.040668862	0.255834986	-0.158965209	0.873696284	0.921100985	TRINITY_GG_13518_c0_g1_i3.p1	Lko057S003621	261696	262139	-
